Name,Company,Organisation Number,Country,Region,GeoLoc,ND,CVV,HH
"Santana, Declan Q.",Magnis Dis Corporation,31796413199,Comoros,IX,"-82.72998, 22.37236",0.1099873198,323,1DC3BB6D-60ED-3859-706B-552785DBEFEB
"Foley, Cassandra V.",Mauris Ipsum Corporation,61262845999,Uzbekistan,Wielkopolskie,"-27.98478, 164.01307",-0.2862910786,768,FEA5E2DC-1835-C7F7-FE7C-01C9C48973B9
"Cummings, Maite K.",Elit Industries,48921367599,Cyprus,Connacht,"70.16652, -20.52255",0.2340477438,758,7A29EB54-F879-4A40-1333-BE517053B60F
"Thomas, Reuben V.",Velit Eu Sem Industries,72267672399,Northern Mariana Islands,NSW,"-78.32164, 33.87272",0.3555213332,714,C0593214-F9DD-6CAD-5E7F-883952DDB89A
"Chan, Ali S.",Laoreet Lectus Quis LLP,41333372399,Malawi,IL,"-4.60299, 149.83059",0.1099213937,609,3605AADC-BFF2-97A0-619A-0D2D35E46B02
"Gomez, Demetrius A.",Dolor Incorporated,90240633499,"Korea, South",Stockholms län,"-3.71912, 166.84643",-0.5039481101,657,1012F9AC-E6AE-9579-DED9-B42025323A36
"Cochran, Joy E.",Litora Torquent Ltd,54566947799,Guinea-Bissau,West-Vlaanderen,"50.90541, 151.84473",0.1127276206,173,536458E8-DB56-DB68-5749-9B66A59A1633
"Mcbride, Lance E.",Libero Morbi PC,65352963999,Madagascar,Friuli-Venezia Giulia,"38.29102, 73.88687",0.3422618034,357,953DF451-6004-1B7E-9050-181BDADCCEC2
"Holcomb, Quinn D.",Dui Cum Corp.,25376238199,Italy,Rio Grande do Sul,"2.64832, 1.12675",0.2566691541,250,42453052-9652-F045-1AEF-544F287F49F6
"Morgan, Zephania P.",Nulla Corporation,20921358499,Isle of Man,South Island,"-73.12853, -129.77671",0.2292884313,859,BBF383B9-00C4-0095-D148-DD3FA692E2A3
"Case, Bethany V.",Nulla Corporation,77487347699,France,NE,"-74.27026, 108.51213",0.1377290632,647,4A7BA99F-16EE-B22E-3D12-C5840AEA4B2B
"Pollard, Ocean C.",Elit Limited,13669326099,Libya,Alajuela,"79.87394, -129.82744",-0.114884032,796,A6E7D325-79F6-7DC5-E487-76DAAB3C97BE
"Rivera, Chloe R.",Duis Risus Odio Institute,98931207099,Turks and Caicos Islands,MA,"-65.65551, -178.64176",-0.7263988921,860,ADDEDBA6-CC27-5EBC-5D05-382DC82D5F94
"Rios, August A.",Ante Corp.,02956007499,Lesotho,LO,"20.84937, 142.08564",0.16743734,840,5ABAA652-A490-49AC-6E20-0F9D1652774D
"Diaz, Sonia T.",Nulla Aliquet Proin Company,21923429199,Eritrea,VIC,"79.22814, 39.57772",-0.016742973,235,4F36E5FC-43DE-24DA-4870-9855AFB368ED
"Perez, Abbot D.",Mi Ac Mattis Limited,13554794599,United States Minor Outlying Islands,Ross-shire,"49.30531, -126.4828",0.0311844518,613,76B334A1-44F9-F60B-51DF-92B01E964809
"Dickson, Felicia X.",Non Foundation,08922505099,Bhutan,Catalunya,"18.80652, -51.22438",-0.0945558064,155,257B6F07-272D-1C34-93C3-94991C3753A3
"Hawkins, Desiree P.",Ante Associates,60255247099,Norway,Lombardia,"-2.31276, -157.17405",0.2174505187,480,159977AE-EA21-D8A2-795F-82D1FFC6495E
"Solis, Buffy Q.",Quisque Porttitor Eros Associates,50793874699,Congo (Brazzaville),U.,"32.79149, 42.77131",0.0665308752,526,A6716508-5382-DDB2-4205-FD53600F2785
"Bean, Tiger H.",Diam PC,16623411099,Antigua and Barbuda,AB,"-13.92306, 171.15176",0.1644942434,953,D289D1BF-98D1-E32E-D386-99AB8A220FE3
"Holden, Alexa P.",At Augue Ltd,09603787099,Sudan,Assam,"-4.87846, -111.7234",0.1428768682,986,3F1B3FC2-B719-A2D9-2724-4CFA8EF21BBE
"Lindsey, Nita R.",Eu Nibh Corporation,75402488899,Côte D'Ivoire (Ivory Coast),Ontario,"77.22709, 27.48355",0.0579928841,512,1FE88879-C2C7-C3DD-9E48-572ED68F779B
"Walsh, Yoshio U.",Senectus LLP,05548365499,Nauru,Akwa Ibom,"-26.80675, -113.72873",0.0752053524,509,F9AAA162-9E64-EA77-DF2D-0870E6A5A8EB
"Richmond, Zeus Q.",Luctus Et Ultrices Associates,03876576999,Bangladesh,San José,"-67.98378, -170.02904",-0.0458614069,662,5BC43FD3-2892-A3FF-8C8F-2BA68AC2E409
"Pearson, Paula T.",Purus LLC,49408734899,American Samoa,PK,"81.71995, 165.23269",-0.2548016402,309,9A841288-B109-817A-98A3-49377AA2DB92
"Rivers, Mira R.",Proin LLP,43839051299,Luxembourg,LU,"-69.69222, -28.85221",-0.4413015115,751,B267C3CE-7D8E-B43A-0A88-51563CCAA2A8
"Velez, Alfonso K.",Sapien Nunc Corp.,08240293399,Namibia,Minnesota,"-89.89837, -155.41888",-0.3501556103,457,E01769BE-76E9-AA57-571C-E376396F6D98
"Hanson, Curran S.",Blandit Viverra Donec Industries,54743871399,"Saint Helena, Ascension and Tristan da Cunha",Ontario,"45.12866, 73.87997",0.1192211081,913,DD3471BF-7DBC-A3EA-3759-571885BBB775
"Nixon, Jocelyn F.",Nam Nulla Industries,28384586399,Estonia,Vienna,"-26.86901, 161.21742",0.5092218076,562,04C35BA3-CFDA-5CA9-A338-9414B4F507DC
"Wade, Rudyard D.",Dolor Fusce Feugiat Foundation,69721841199,Somalia,AN,"11.30699, -122.90224",0.3001716787,315,0E5E0322-C7A1-AB4A-602D-AF07B7F4836D
"Mcclure, Lavinia D.",Ridiculus Mus Foundation,65835994199,Guam,CA,"53.8448, 104.67467",-0.0534042107,470,239F238B-0519-0F2B-950B-9066A33C0871
"Wyatt, Carter P.",Gravida Aliquam Ltd,71360420899,Bhutan,KL,"-56.39365, -34.4612",-0.2620745934,390,C6C89D14-63E0-064E-300A-4ACAFD3D0B87
"Cooke, Vernon H.",Donec PC,92931466499,Bhutan,GO,"-13.27737, -56.61677",0.0790918234,657,673617CB-492F-A55F-A7B4-25D40FDDC4E9
"Wilder, Jerome L.",Quisque Fringilla Euismod Limited,63860726599,Cape Verde,WB,"-89.69783, -44.47503",-0.0209878332,237,988D0583-323E-3779-3419-857723AB3744
"Castaneda, Tyrone H.",Tellus Suspendisse Sed Foundation,16663472399,Mozambique,Istanbul,"-8.1042, 59.30788",0.5081042191,224,E60CEF90-179C-22E7-FB03-5EB4B888603B
"Winters, Whoopi Q.",Massa Suspendisse Incorporated,08486848399,Bahamas,Zeeland,"49.22207, 3.4318",0.520114887,597,642DB495-5B9E-1C5F-5207-7F429D4BD729
"Schroeder, Tasha B.",Sed Facilisis Institute,25213637499,Cyprus,BC,"-24.30119, -9.15227",-0.3122398859,769,62D0720D-A743-25E9-2865-F4338C70D8A9
"Taylor, Lunea U.",Ornare Consulting,56668182999,Saint Martin,Salzburg,"-58.61332, -71.13067",0.0307298201,905,363E4171-2E7B-D225-3B51-B6026041A9A1
"Bowers, Alexandra S.",Sit Corporation,82671945899,Sudan,LA,"32.18279, -175.41766",0.1867030266,310,78E832AE-25F1-4E2A-B957-B26F6F69B05F
"Sampson, Holmes U.",Velit Eget Limited,40940109199,Croatia,AZ,"7.44258, -106.19515",0.012367613,129,68D9AE51-A936-B679-9B40-921EF59CC923
"Torres, Maggy X.",Vestibulum Ut Eros Company,55785783999,Uganda,San José,"52.22147, 145.43759",-0.669667807,556,3BC7A027-26BD-8D9F-D868-7D5906B57F92
"Dillard, Drake T.",Ligula Limited,32220984299,Switzerland,CA,"86.56248, -105.81612",0.4013141642,893,FB1DF21A-6C93-9955-5931-6F4FF776CC3C
"Sampson, Hanae Z.",Morbi Metus Vivamus Industries,97809433299,Cameroon,Colorado,"-74.96238, 91.07763",0.1733937127,324,E484A9BC-8F0B-6491-9E83-E3B598F4A239
"Wilkins, Liberty I.",Volutpat LLP,08840143699,Angola,Bretagne,"17.47632, -48.14706",0.573874313,885,E6FBC20E-DA25-BC7C-C929-939C61C1032D
"Mccarthy, Macy A.",Amet Massa Company,70281725699,Svalbard and Jan Mayen Islands,NI,"-6.32741, -53.74354",0.1327531915,272,DE565B67-2AC6-376C-4AE6-25F660D8DFC0
"Mccoy, Channing K.",Felis Ullamcorper Viverra Ltd,61713712799,Åland Islands,Kah,"-62.20195, 81.03319",0.1421326581,413,8D571E3C-BDEC-99F0-3925-BC221A2451B8
"Huffman, Colin K.",Nascetur Ridiculus Mus Limited,77957708799,Nicaragua,Nord-Pas-de-Calais,"83.98711, -27.00671",-0.0364551219,886,FDA678F3-2A14-8FC2-566A-7F7007407C71
"David, Hakeem H.",Non Sapien Industries,54834515699,South Sudan,Araucanía,"-16.7639, -104.91986",-0.2212691604,345,D21EB27F-9F0F-684D-7F6A-0C6798D1832E
"Clark, Marshall C.",Orci Sem Eget Corporation,21482066699,"Palestine, State of",ON,"26.50813, 132.42171",-0.3003421441,466,F85A7F7A-753C-AA05-C7CC-1A7309EFCB3C
"Mclean, Violet U.",Nascetur Ridiculus Industries,90438127299,Svalbard and Jan Mayen Islands,Leinster,"-60.01773, 111.97618",-0.162361487,329,1E946740-E4D6-7F76-AEC7-6FB41787F1AB
"Ray, Quentin Z.",Aliquet Institute,22359017999,Mauritania,Gaz,"-16.93975, 128.37862",-0.1867818653,864,0D189C3E-8324-1CA2-4345-F05A9116A1BC
"Ballard, Amos A.",Augue Id Ante Ltd,19261412599,Niger,Vienna,"-49.44385, 50.70332",-0.2009082964,309,B448B396-1059-D776-F51E-ACDC9CE793AA
"Logan, Gabriel C.",Massa Corporation,61438514799,Saint Vincent and The Grenadines,RM,"31.86475, 12.30261",-0.0483665146,566,8312D00F-B771-91D3-3E33-4ED7B02F002B
"Larsen, Yen P.",Justo Eu Institute,83535589799,Macedonia,Basilicata,"75.24192, -71.16623",-0.0754718745,651,F6851FE6-99CE-930D-D86D-F09938B8E057
"Hines, Veda P.",Nisi Associates,38986563399,Belgium,MA,"8.59481, 157.36331",-0.0655078833,589,4F98254F-39E4-59A0-1120-CDAADBD4521C
"George, Maya Y.",Feugiat Foundation,13789052499,Libya,L,"31.77222, -71.35598",0.1881036509,209,01B9C5C6-7F6F-ED15-6237-153A96715018
"Pate, Lance P.",Amet Consectetuer LLP,93471491199,Sao Tome and Principe,Ank,"78.30174, -153.4821",-0.2936530133,273,1B804089-CD30-14DB-9E44-250BFB0F31FE
"Goodman, Kristen K.",Sed Dui LLC,72380174599,Mexico,Vienna,"76.2964, 92.93647",-0.1136433884,440,74AC0EA5-0CD8-DEE0-FAD8-E183AC9A0B00
"Pratt, Blake O.",Id LLC,57777020099,Falkland Islands,Podkarpackie,"78.45145, 18.61576",0.058576845,490,783FC2E3-B21D-362A-E755-8BCE6F5D6BEA
"Davis, Isaiah C.",Sociis LLC,51672863099,Guatemala,OG,"-27.90501, 122.53341",0.3107857377,249,D35B8161-44E7-95F2-3546-90683E4D732E
"Rosario, Cody T.",Mi Incorporated,14677663999,Guinea-Bissau,AZ,"-7.88804, 118.44944",-0.2105252344,420,B3D60452-9C12-2A40-DAF1-21BEFCAB4C17
"Avery, Cody W.",Magnis Associates,72419052299,Russian Federation,San José,"-24.8249, 135.02008",0.1194827728,525,5637FC63-FC00-3D3D-D2CB-BB06B21B2255
"Meadows, Samson T.",Sem Consequat Nec Company,60510676599,Northern Mariana Islands,North Island,"76.4852, 151.83587",0.3093121834,818,2735E355-66A4-EBCC-BCA1-FF0CCFA495E5
"Mcpherson, Rudyard W.",Odio Semper Cursus LLP,05784977599,French Southern Territories,Rio Grande do Sul,"58.61543, 160.86764",0.1226644462,480,CF2023B3-8AC9-F492-1C72-AC1AFE38F346
"Shannon, Melvin M.",Eu PC,51994301699,Samoa,IL,"63.63858, 20.19088",-0.0927936575,367,373554BE-4E84-34D0-BC07-592BB68C65A1
"Willis, Uriel A.",Eget Inc.,88623035499,Greenland,E,"-50.08297, -22.00845",0.0819806459,754,6199D23F-1B68-69E1-E4BA-FB1610F197B7
"Moon, Ulric A.",Faucibus Morbi Associates,93783278999,Dominica,BC,"-85.25299, -2.9655",-0.1707185962,130,7E9EB8E1-3A8B-2B16-56D7-BFD9E01BA9CA
"Martinez, Bethany Y.",Ac Turpis PC,83828988399,"Bonaire, Sint Eustatius and Saba",Berlin,"-78.3555, -17.18681",0.0437263766,232,D6088CDC-2ACE-7E40-B1DA-BD6F358B42D2
"Delacruz, Macey P.",Nunc Industries,16630890499,Djibouti,Wie,"-37.63445, 63.11797",0.1590564526,984,037B95DF-7313-0589-8B14-5D1C7B56530C
"Villarreal, Hayley L.",Arcu Vel Ltd,79421897599,Saint Lucia,Ulster,"-29.86065, -51.37661",0.0376378823,622,79EFD3E0-6146-C752-3541-756299B1F237
"Ryan, Kendall E.",Lobortis Limited,78382306499,Uganda,L,"41.72185, -159.07554",-0.0261012863,575,0FDE1E61-531E-B3D1-5867-60686315743B
"Aguilar, Myles L.",Aenean Institute,67759040099,Botswana,Nova Scotia,"70.42949, 130.2742",-0.3416128954,390,615E4F9F-50FC-9DDD-DA28-B6105A808A9A
"Barker, Porter Y.",Ac Ipsum Industries,61442911999,Mauritania,PK,"-49.45425, 22.83455",-0.110121254,142,445C118B-9A5C-416E-254E-AB36E0DEF0B3
"Bailey, Leonard H.",Sodales Elit Erat Corporation,43709275199,Armenia,Carinthia,"30.03385, 93.43456",0.0677979477,357,B0085AA1-5F48-F007-0588-A3D478F26AF5
"Salazar, Gage K.",Adipiscing Enim Mi LLC,63473988899,Maldives,PR,"-45.3121, 53.79808",-0.1197906601,175,A9E2C7FE-19EC-C8F9-B12A-9882516EF963
"Frederick, Hadassah Y.",Dapibus Quam Quis Limited,74834102999,New Caledonia,Vienna,"-71.94539, 105.33369",-0.3288155331,973,24B5B281-0BF4-67C5-11F3-4F0D8F5C0FD3
"Farrell, Josiah H.",Ornare Limited,03773496699,Dominican Republic,Florida,"-45.54412, -50.43714",-0.2272091818,301,D69C91F3-0669-96C2-81FC-53B3BD92C549
"Baldwin, Brennan C.",Ipsum Nunc Id Limited,59450467499,Slovenia,U,"77.25287, 37.54989",0.2627204064,670,D9F68942-7EF4-C790-82C8-E0831BE82A0D
"Hickman, Kibo X.",Mauris LLP,10443518499,Syria,Iowa,"-47.57556, 169.05374",0.2932175506,112,FA5D4F5B-637F-50BC-D617-EBF4574FDD11
"Evans, Paloma E.",Magna Corp.,19979324799,New Zealand,West Bengal,"-6.87035, 90.80453",-0.1407129146,786,2ABF2E6E-34AD-78F4-BEE1-EA4BF5EA812B
"Wynn, Isaiah S.",Lorem Corporation,92800119699,Peru,Balıkesir,"-0.70938, 163.29906",0.2565968773,445,61CB1C94-4CB9-73F4-3193-9663C8CDBFBF
"Parrish, Cullen H.",Sed Nunc Est LLP,10465698999,Guernsey,Ontario,"-56.89163, -10.96287",0.6521068051,591,0490B16E-BE7E-E6D8-E077-22E0B0561C56
"Dixon, Upton K.",Dolor Quam Consulting,56540942199,Switzerland,Connacht,"-37.30628, -13.92314",0.1665011271,322,7BAA49C8-527D-A9F0-75F4-7B30B476EA90
"Richard, Hyacinth D.",Ipsum Nunc Incorporated,92962491499,Kyrgyzstan,MB,"-89.25206, -166.98082",-0.2059539616,524,653F18CF-9017-4357-1705-0181BF5C6C46
"Guthrie, Aimee I.",At Industries,24848552499,Nauru,Leinster,"23.977, 132.47888",-0.2268770321,434,6CEF7CEA-9378-D5E0-C25A-B1CD68561CEA
