Name,Company,Organisation Number,Country,Region,GeoLoc,ND,CVV,HH
"Sloan, Emerald W.",Neque Sed Dictum LLC,65783283499,Malawi,New South Wales,"41.89434, 13.78956",-0.3430590353,494,A24F5595-3D1A-DA9B-7FCE-BF9B9153B58E
"Franklin, Sandra B.",Amet Consectetuer Incorporated,42883593799,Jersey,NI,"-76.08544, -51.18099",0.0581316433,515,0A60367C-2AF7-72C3-1301-F5E20BC11908
"Schwartz, Blair L.",Urna Convallis Erat Corp.,89488220899,Estonia,North Island,"56.13906, 4.33219",-0.3151106018,868,9BCB0961-2A16-B630-E68F-7E014EAFE9D8
"Barlow, Carter K.",Consequat Institute,42412437699,Senegal,Louisiana,"-74.18466, -27.41173",-0.1105929021,974,CA49D7F8-19B2-2888-9B34-2CA7C58C94A3
"Cochran, Wylie I.",Ut Nec Urna LLP,13562572799,Argentina,Ist,"-52.49185, 176.73438",-0.2292785925,852,982C3967-2848-7320-5A92-394450FA6327
"Carlson, Holmes O.",Et Rutrum Non LLC,36660443299,Togo,KA,"-10.95302, 84.65655",-0.1073822194,887,1FAC5ED1-906B-C7C7-3248-90958CAF47A6
"Glover, Rosalyn W.",Diam Nunc Company,67591710199,Niger,SJ,"-38.08019, -31.70557",0.4380687169,713,6B56E419-32C5-C2F8-CF15-01051DA16433
"Vance, Kerry P.",Cras Dolor PC,53261166299,Gibraltar,Zachodniopomorskie,"27.24257, -0.16814",-0.0737671052,296,3DF6EE69-A578-5B16-D7A1-48289FF9B032
"Alston, Evan T.",Dolor Nulla Semper Associates,95296227799,New Zealand,Wie,"-76.75587, -56.39658",0.0789502813,788,426B7359-6510-BE5E-071C-A6743D4B3C6C
"May, Ethan H.",Aliquam Vulputate Ullamcorper Company,50997259399,Netherlands,Bahia,"-76.79404, 149.55479",0.2297598323,433,A5D14895-6ED9-154C-72B8-C975883307FD
"Vasquez, Sacha U.",Feugiat Nec Diam Ltd,75857166699,Solomon Islands,Essex,"-66.68827, -146.05494",0.1725038056,304,FD1177B2-6008-7F07-9A44-0766A0DE033F
"Rollins, Hasad U.",Nunc Id Enim Institute,38882220999,Chile,MI,"1.25665, -87.20778",0.2574683758,618,1DDC933D-0B20-CC72-C688-7BEEF027B67C
"Waters, Erich T.",Et Ultrices Posuere Ltd,39451790699,Isle of Man,Hamburg,"-14.99981, 57.37624",-0.3236324106,152,71A583D2-F622-09A3-B790-CDB30668B8A9
"Bender, Justine K.",At Associates,07624233799,Cook Islands,LOM,"-7.63596, -161.57377",-0.4724239977,716,493CF334-6CCF-8B02-370B-E0A5985785A0
"Willis, Dara X.",Consectetuer Limited,89989553099,Peru,GJ,"19.23544, 32.90316",-0.0520657729,428,BA42D9BB-A684-A3DC-2B08-874CBC460245
"Thornton, Wing I.",Consequat Dolor Incorporated,52738842899,Luxembourg,West Bengal,"-50.63053, 49.56543",-0.465201688,781,CD3000A1-B2F7-A340-D537-1CC2A537A252
"Ramirez, Michael P.",Lacus Nulla Company,62478534399,Algeria,ON,"-2.50794, -95.63606",-0.0445750128,324,3F2C83C8-01A2-7115-B915-96F08C207308
"Harvey, Rajah O.",Ipsum LLP,74708012799,Equatorial Guinea,Vienna,"23.45093, -40.28822",0.2700359392,159,6F091946-97C7-97C8-C57B-5C887A1403A4
"Mack, Remedios Y.",In Faucibus Corporation,49851557299,Denmark,Arizona,"15.33899, 64.12861",-0.1009061126,176,80CF9F8A-CB13-233B-6AEF-DADAEF50A32A
"Conner, Cairo Q.",Magna Phasellus Corporation,66328212799,Djibouti,North Island,"42.76572, 91.42794",-0.0224014766,775,1E95EFC1-B4CD-B758-86E1-F6FA10A01989
"Atkinson, Ivor K.",Consectetuer Associates,12756932899,Indonesia,Saskatchewan,"77.01779, -122.93666",0.1105593332,693,A189CA67-C7A4-E9C5-CFDD-955993F34F48
"Meyers, Kiara C.",Mus Ltd,85996393999,Serbia,Paraíba,"-30.95726, 108.98194",-0.4071160421,160,D37F66D9-323A-D3F4-C903-8F6A0C0ECA58
"Hodges, Casey J.",Sociosqu Ad Limited,99253156999,Belarus,AB,"86.30335, -159.96339",0.1656457524,581,05CDFE97-2FA4-9EF5-0C9C-A738963F0B6F
"Petersen, Hillary B.",Massa Non LLC,95692161499,Saint Vincent and The Grenadines,Kujawsko-pomorskie,"-89.49546, 18.83838",0.2323045992,893,47CE58CC-F42E-19D0-7F22-D891BCB6479F
"Ramos, Jolie A.",Tellus Incorporated,29673260399,French Polynesia,North Island,"75.98318, 54.62899",-0.0422693408,841,3F15A657-22F4-51D9-B53B-70099ADE7DC3
"David, Caryn Y.",Tellus Non Industries,25732735899,Åland Islands,Lombardia,"72.88296, -22.42212",0.0240620459,309,15D1B70C-FDAA-15CE-B8E4-E8B58C4EE627
"Hodge, Candice H.",Nulla Facilisis Suspendisse Institute,30579200999,Ukraine,ON,"-7.37642, -79.08835",-0.3299109204,900,AC888494-7C8B-9BB2-AC3C-E2BD24CB18E0
"Anderson, Peter A.",Quam Quis Diam LLP,52440659999,United Kingdom (Great Britain),A,"18.53046, 6.39293",0.032040511,875,8936B4F8-F530-8DFF-FC7B-CDA5372FF668
"Crawford, Zoe W.",Ultrices Vivamus Rhoncus Institute,80760694499,Ukraine,Zeeland,"38.79074, 109.15036",-0.0258707253,599,C8ACDDDF-39CC-9FAF-2362-B210250C6481
"Estrada, Laurel C.",Pede Nonummy Ltd,10936973499,Guadeloupe,OK,"-68.44934, -73.42933",-0.2022041718,430,96B14A98-768E-2D39-BB33-93AE1FC24097
"Rice, Isaac M.",Lorem Tristique Aliquet LLP,73490502499,Brunei,Alajuela,"25.12947, -38.20129",0.1062715332,894,404E768D-063B-A91C-5763-BAD25194AB04
"Gallegos, Christian K.",Tincidunt Pede Corp.,65998674999,Taiwan,Ist,"66.99891, -35.33569",0.0423443969,688,97327672-D401-6819-1ED6-D161A4AF333D
"Goodman, Linda L.",Litora LLP,30588077099,Panama,QC,"12.717, -26.162",0.3671924289,808,EF273FF1-D844-26B4-AAD0-2BB6A8F2DAF1
"Curry, Ulric X.",Quam Dignissim LLP,36216103899,Armenia,Stockholms län,"51.668, -167.3741",-0.2964819438,593,7DFBC521-0E29-23D8-1E27-48E83C7B3304
"Santos, Kane D.",Semper Incorporated,29379621699,"Bonaire, Sint Eustatius and Saba",Stockholms län,"-23.64569, 123.67035",-0.4213314704,933,D785CA81-AD15-C218-097F-509C24050B3A
"Butler, Hop W.",Interdum Inc.,77832997399,Burkina Faso,Berlin,"-63.21458, 64.14851",-0.0041516957,746,8F3B6906-E653-0B0B-2986-0E600CFF629E
"Riddle, Zeph N.",Dictum Magna Ut Consulting,16255871499,Tuvalu,N.,"61.06878, 46.56703",0.0345144993,120,D0E952E1-3790-6E9C-1BDE-F863F3E49111
"Lopez, Gray H.",Egestas Industries,04974690199,Lebanon,Durham,"-69.61324, -99.09396",0.1989329575,913,A0F675C3-F46D-1712-D073-1D49B627FB9F
"Sloan, Oleg O.",Et Malesuada Incorporated,85235008399,India,Comunitat Valenciana,"38.02389, 134.42851",0.2292814702,908,2F866871-A2E7-BE5B-7AF5-11289A4A86B8
"Garcia, Mufutau Y.",Nisi PC,06728377999,British Indian Ocean Territory,QC,"48.44354, -37.42025",-0.4701060681,432,80A9C589-E780-3BF7-5C56-63050E53A00E
"Diaz, Cade V.",Ac Turpis Egestas Consulting,77227537299,Tuvalu,Dalarnas län,"11.45022, 72.75713",-0.6365332883,278,7A5BB7DA-3C43-944E-BA16-E625028CE8C8
"Payne, Zorita L.",Massa Non Ante Consulting,11958453099,Sweden,North Island,"9.55503, -22.33345",-0.1181011061,374,60C9A55A-5248-A73A-B537-4A5D55C1A668
"Salinas, Ross W.",Vel Venenatis PC,92315771299,Montserrat,Nevada,"75.47066, -139.92214",0.2356423854,228,067A1FC6-430E-C4FF-0F0D-2BB0883815BC
"Nguyen, Harding N.",Suscipit Institute,48741115999,Norway,GO,"69.55948, 19.32987",-0.0179265561,606,A120CA85-7582-22C2-E9EE-2CDEA1625CB2
"Madden, Ifeoma R.",Urna Associates,36554905399,South Georgia and The South Sandwich Islands,NI,"-25.76788, -145.28508",0.0796915109,223,C3FF709E-C041-5520-CD93-065369035171
"Morris, Zachary V.",Nullam Vitae Diam Associates,25879992399,Russian Federation,SL,"22.40753, -69.59479",0.1029149588,552,AAC54830-0B3D-F1D9-C7F4-BA6B8FB6C29A
"Newman, Hedley D.",Elit LLC,36339199499,Liechtenstein,Lombardia,"88.50142, -114.42763",-0.0949503126,990,AE1AF9EB-A231-8B11-711E-376E52B153AA
"Finley, Lacey A.",Sit Amet Consectetuer Inc.,68637900799,Guyana,Kentucky,"-76.46234, 159.12588",-0.3879775567,127,84FB48A6-C9C9-A566-B298-7116CA17C3B5
"Fuller, Vance U.",Senectus Et Institute,98607706099,Saint Kitts and Nevis,Metropolitana de Santiago,"-29.71822, -48.92686",0.1023678089,591,4C25D2CE-60F9-B73F-D69C-C6A33E42D5C5
"Hudson, Stacy S.",Euismod Enim Etiam PC,73333641999,French Guiana,Bihar,"89.1972, -172.42136",-0.4742165511,672,678124BC-5A35-B138-DB4E-26FF576559B4
"Vincent, Jason O.",Lobortis Augue PC,22621784899,Lithuania,BO,"38.32275, 74.92424",0.1586406038,642,7165333B-F43D-9F92-EEDC-C8EA10929079
"Mcmillan, Hyacinth O.",Aliquet Proin LLC,89679639199,Trinidad and Tobago,Coquimbo,"35.85769, 20.23063",0.2742564691,181,519CFBAB-CF4D-5BAD-3703-8B29D4BAAE2C
"Morse, Tara C.",Ultricies Incorporated,85414794399,Macao,Munster,"64.06764, 149.64205",-0.2120620573,297,C402E263-796E-D193-DF85-E6C3C951689D
"Woodward, Dexter P.",Velit Consulting,04449102299,Kazakhstan,Lower Saxony,"-29.63254, -104.81595",-0.3504427202,988,C0E5C59C-5041-093E-3BC4-0B33814C701A
"Richards, Dieter S.",Nulla Eget Consulting,09269474199,Namibia,Zuid Holland,"77.14762, 32.38784",0.4423951089,593,E66FC642-DDFD-D59D-9DDA-1D1973E321EC
"Pitts, Yuli L.",Auctor Quis Corp.,32799414699,Tunisia,NSW,"-52.91593, 150.27457",0.0950727887,836,B922EA29-2428-C1D7-0C7C-0EC3B161C6B1
"Hansen, Orlando A.",Curabitur Inc.,58991199699,Bolivia,Noord Holland,"-50.51965, 59.91189",-0.0757687108,825,130EF30C-3A57-9615-2C93-5DAD10979CE7
"Malone, Adara I.",Enim Etiam Imperdiet LLC,34642189699,Venezuela,LU,"43.46516, -146.00452",0.0814943382,271,73EBA5CC-1760-8C2C-E8A0-B81433CC9FBE
"Conner, Rinah T.",Nulla Inc.,31885797299,Cambodia,São Paulo,"-71.00599, 114.58172",0.1802286549,524,2332064C-C795-7F10-4872-0813B06D82C0
"Hale, Paki W.",Turpis Non Enim Foundation,40742241399,Greece,QC,"84.60434, 141.74648",-0.0741392221,952,681E6B06-DCA8-76EF-D7E8-E5DBC9EC83F8
"Greer, Kelly J.",Ligula Tortor Dictum Institute,70448680699,Bangladesh,NB,"78.41564, -25.17143",0.1057582293,144,0876EAA3-098E-0FD7-E88D-315FB5A7A16C
"Spears, Buffy T.",Non LLC,63569024699,Iceland,WY,"-81.31772, -84.15198",0.1197079956,937,A40E9A15-3A46-F758-273D-DE210ED8F12D
"Rodriquez, Angela K.",Proin Non Massa LLP,35772472699,Burkina Faso,Lincolnshire,"-71.71426, -91.27364",-0.0885980169,446,C974A05C-FC91-55FC-FCB8-624010D68CBA
"Melendez, Yael C.",Porttitor Tellus Incorporated,48708295199,Heard Island and Mcdonald Islands,Western Australia,"85.65438, 9.12335",-0.334213006,132,C4986E8C-4192-4D58-C760-B60D643E483A
"Mays, Madaline V.",Imperdiet Corporation,72506246799,Cuba,KT,"8.37304, -81.27767",-0.2356937984,499,2ED85129-268E-3AEF-ACC1-B2A586EDC2D1
"Hernandez, Cassandra Z.",Consectetuer Adipiscing Industries,42885189799,Ireland,Ontario,"-24.86853, 18.39048",-0.3071911189,396,6F11157F-08B4-8A35-BA5F-1155E3A4C58A
"Roberts, Autumn Y.",Integer Urna Vivamus Inc.,58859261499,Guam,ON,"-51.16524, -103.99934",0.3825086174,298,21262A4F-0811-7627-BB6F-CB1DAD1DD430
"Forbes, Allistair U.",Quisque Corporation,60409711899,Cyprus,Maranhão,"-22.07349, -107.60581",-0.100835809,194,7D085208-4220-0FD6-2531-237D90FFF18D
"Love, Allen W.",Sollicitudin Orci Sem Institute,37455130299,Albania,Maharastra,"37.4988, -125.10372",0.0370214315,814,28FEB5BF-9381-1CC1-25CF-5A1B15832B68
"Britt, Giacomo V.",Convallis PC,17532640499,Tokelau,Van,"-41.42693, 91.90995",-0.1410050407,715,C7A5A22A-D7B5-C19E-3FF7-8282B3BAAA94
"Rutledge, Rhona B.",A Ltd,00648011599,Somalia,NO,"-10.09456, -83.4346",0.3276837138,410,4555D733-3D6B-604D-3D38-108F19A6B173
"Serrano, Lawrence K.",Vel Corp.,29688684099,Samoa,Wie,"49.19195, -64.32037",0.3534127951,756,F8D0AC99-0E5D-88B8-93DE-ABC3472DD414
"Barrera, Carter O.",Ante Blandit LLP,45397544699,Singapore,MN,"86.74884, 143.8838",0.1790280348,704,9DC5BFED-03FB-BF6E-ED7C-2D71332F1C90
"Thomas, Kareem Z.",Eleifend Vitae Erat Industries,54345373899,Laos,Piemonte,"-50.33724, -122.33047",0.0698295087,672,3031CEC2-2019-82CB-5CCD-8C92F22CC2F2
"Hull, Paki T.",Ligula Donec Luctus Industries,61274368899,Namibia,SA,"62.58199, 49.88862",-0.1841593028,295,7D0D768E-6C30-5AAB-8AF2-39073E90A12A
"Woodard, Michelle C.",Est Congue Company,45338294999,Haiti,MD,"78.24488, -61.02467",-0.2192328316,444,8BC2EA36-4A92-6241-8F23-41158C7790B0
"Sutton, Margaret V.",Risus Donec Industries,80802393599,Pakistan,PE,"9.62598, -0.41166",-0.3124563112,612,42AADBD8-C22E-6B6A-E37D-504730FCBA95
"Allison, Alden B.",Dui Lectus Rutrum Associates,66602093699,Cuba,A,"78.60627, -142.51743",-0.0440644762,977,B084B1BC-5008-AC8E-200B-D673A86031CB
"Rosario, Lionel K.",Adipiscing Non Industries,92638412599,Belize,ON,"14.12389, -120.07134",-0.3920499982,919,D84AD513-B09D-C375-25B1-6370B3425599
"Mclean, Cole G.",Quis Diam Corp.,82941424699,French Polynesia,C,"69.02554, -108.52334",-0.0895341787,716,E4DB0EA0-1635-CE51-49AF-E4D13B532250
"Wilder, Ronan V.",Augue Ltd,06235424699,Saint Vincent and The Grenadines,Overijssel,"-81.7717, 78.01943",0.4518865633,132,C1A214A4-B28E-C9C1-E41D-423651B6734E
"Garrett, Unity V.",In Mi Associates,04621991499,Switzerland,Rajasthan,"-46.34997, 2.12809",0.1494256794,807,7D97D690-4FE9-38E9-A14C-DC6A0D83389B
"Mccarty, Matthew N.",Elementum Ltd,74426089099,British Indian Ocean Territory,VIC,"-53.23334, -44.75869",-0.2970097687,589,2675F15D-9312-B2F8-90AA-151AB30142FF
"Duncan, Chloe N.",Sagittis Nullam Vitae Corporation,12367400699,San Marino,İzm,"-76.72612, 143.74011",0.313480376,997,43F43D8A-1223-0E57-D13E-5D2946DA6D3A
"Crane, Joy S.",Facilisi Sed Inc.,52666907099,Turkmenistan,Ontario,"-84.31271, -3.79889",-0.1205277968,157,9DEF8B5A-2EAB-2E00-861E-0B7F647E8CE6
"Small, Craig W.",Aliquet Vel PC,19750761499,Croatia,Antalya,"40.05002, -148.46581",-0.0159739596,263,06223DBE-5AC5-DB97-75D9-BE5DAE7EFC4E
"Greer, Nola J.",Praesent Interdum Ligula LLC,34644900399,Brunei,GO,"-63.64973, 179.42487",-0.0478374811,789,E63F9E43-E8A2-67BE-DB3B-AE93D6056175
