Name,Company,Organisation Number,Country,Region,GeoLoc,ND,CVV,HH
"Moore, Berk H.",Fringilla Donec Feugiat Limited,04829705999,Saint Martin,Borno,"49.46675, 44.49702",-0.2804667097,969,8D6000CF-C95C-8765-F9A8-52BD43D50837
"Bender, Yael G.",Vel Est Tempor Ltd,98843702399,Falkland Islands,Guanacaste,"-81.21915, -4.92683",0.0660822935,370,B78A0940-6A3F-3F6E-733A-D3E38780B1A3
"Dunlap, Tasha T.",Dictum Ltd,79881152899,Niue,Sicilia,"-6.61371, -62.93577",-0.4170086306,892,C92999F1-C362-ECF4-7A0E-B0DDC90B3184
"Mcmillan, Raven Y.",Amet PC,48934585099,Guadeloupe,Vienna,"-13.05342, 40.88383",0.0083654702,206,CDFCF378-F4FC-7663-B0F5-442A6E0253D0
"Zamora, Oliver F.",Fusce Dolor Quam Limited,74378543499,Finland,Kansas,"-9.77451, -21.3737",0.2074890701,429,FC4422A8-E81B-6337-2BA5-8711DE54A76B
"Wong, Preston O.",Amet LLC,49849264499,Burundi,OV,"89.99701, -135.07814",-0.1431218788,683,8E31412C-367D-3D80-2BC0-864C150222E3
"Downs, Lani Q.",Non Ltd,56738653199,United States,Ov,"-13.00306, -92.86573",-0.0836864816,964,B6B87C79-3784-3E56-FB81-71FA48978188
"Acosta, Stewart U.",Augue LLC,50577538399,Honduras,AN,"-76.86758, -122.49272",0.3671059504,492,3F96B135-09F0-10E7-AB4A-F41960EDF293
"Beach, Palmer P.",Dignissim Corporation,50998441999,Brazil,HB,"-3.26729, 149.95821",-0.3414183852,359,04774780-47B0-F0A6-EB7B-D5AC647DF419
"Sanchez, Hunter U.",Consequat PC,92412422699,Saint Lucia,Sląskie,"74.25692, 106.32698",-0.1154321413,555,7B2EE7E0-BC20-6DDC-B994-842FDD7CD7FA
"Sherman, Azalia P.",Consectetuer Rhoncus Nullam Associates,95704502099,Saudi Arabia,Noord Brabant,"-13.53302, -51.47114",0.1910871815,510,77C10CA1-6F8B-8E5A-9A50-2EBBC791CF48
"Patel, Leigh C.",Venenatis A Associates,67408098999,Uganda,KN,"-78.29866, -80.62721",-0.0336648507,234,03127AD6-B366-0A61-954B-7468EA69606C
"Bates, Autumn L.",Ut Ltd,60509204399,Sao Tome and Principe,Istanbul,"77.29082, 103.56721",0.3284459041,720,B93DB899-DC71-DD63-5A65-DE0EF09A08C0
"Francis, Hilda U.",Vel Limited,14871544299,Cuba,Andalucía,"-17.95513, -116.01244",-0.17958802,399,E7A96CA9-2FCD-7CA0-D866-EF43F9D81A50
"Lindsay, Timon H.",Velit Associates,64678851899,Faroe Islands,RM,"-79.57594, 6.0898",-0.0552314239,140,B2323B09-DB17-F44B-8CD7-83AD57FA80A0
"Odom, Kim L.",Sem Egestas PC,81638840699,Macao,Biobío,"36.85489, 72.21184",-0.2093409077,949,84B427C5-F265-F261-DDE3-14DEC7D133BB
"Mclean, Dane L.",Lorem Ut Aliquam Corp.,85877017299,Fiji,Berlin,"-29.75758, -147.12164",-0.4237793182,334,57F1C42E-EE3C-7D9F-5D77-3861B3ED37E0
"Reyes, Orli G.",Dolor Corporation,98215800999,Mozambique,Bihar,"-0.31841, -149.37703",0.1417852911,150,2BA056B5-4C8F-8024-8D12-C7A19BDBFE54
"Davenport, Brett O.",Conubia Nostra Industries,69397351199,Brunei,QC,"-57.76648, -41.77768",-0.4727488867,899,58AE8D80-F3C0-3BB3-91CD-ACCAB950A99F
"Owen, Aurora X.",Dapibus Gravida LLP,41804936799,Marshall Islands,Ist,"88.01446, -51.19699",-0.1817687102,150,B5CC93C7-00C1-652E-807F-95E005D2CABE
"Valentine, Wanda O.",Magna Praesent Interdum Consulting,25758472499,Chad,Alberta,"79.18572, 27.72593",0.0518891852,711,3DA17F47-92D0-AA67-824D-C842554B8B97
"Lawrence, Lilah A.",Vivamus Sit Corporation,21263468099,Belize,NA,"-2.97134, 118.68966",0.0745420802,750,092CD0FD-DEE2-916E-135D-033357B4B439
"Zamora, Jaden K.",Amet Consulting,07687139699,Cuba,U,"54.41415, -133.21557",-0.1656452683,786,524F901F-20DA-F2C6-C89C-C5A37D11C88B
"Warner, Ruby C.",Dolor Foundation,88543515999,Equatorial Guinea,TN,"-18.07642, 62.99844",-0.0691864705,776,9B6DC0F1-0625-3A4F-77C5-8BD2164A78C7
"Foreman, Rogan I.",Mauris Corporation,34733727899,Wallis and Futuna,BE,"75.43472, 51.46541",0.2652741233,367,784AE483-CB54-E657-07FA-DE684669B6CF
"Richmond, Felix T.",Molestie Industries,88675537199,Slovenia,Wielkopolskie,"-79.79736, 27.84172",0.1142899752,601,0C450442-2B9F-50E8-87A3-FF0AAF836CD6
"Price, Ray H.",Arcu Morbi Sit Company,68390663099,Equatorial Guinea,Galicia,"45.1612, -118.31902",-0.0403802256,111,0789EEEC-F74D-10A7-21D0-C40D20619F5C
"Pennington, Brenda S.",Nulla Eu Associates,73515672999,Liberia,Connacht,"19.67975, 39.07889",0.332177972,738,48222FF5-C036-B047-89B5-C1C4FBA4D22F
"Watts, Uriel W.",Turpis Aliquam Adipiscing Consulting,81648322499,Yemen,Vermont,"-48.4377, 156.89014",0.0424853779,251,F18524AC-4F3B-7998-86B5-B0105CA918B5
"Vang, Destiny C.",Dui Institute,90355593199,Libya,Limburg,"16.20277, 134.66012",-0.0592638184,812,F94041FD-FE12-F355-ABA7-DA4077562E3A
"Oneil, Alec W.",Aliquam Company,53434204999,Portugal,Berlin,"85.81393, 81.90998",-0.0932407084,232,F5E338B4-B0BB-0FB5-71BB-46BB555FA3B3
"Ratliff, Angelica W.",Nisl LLP,32708071499,Slovenia,British Columbia,"-77.40694, -112.00219",0.0255524672,172,D1D59697-8749-C75B-7E25-D9CF085FA75C
"Salas, Zenia I.",Maecenas Limited,94543754899,Mexico,Alajuela,"-67.73355, 65.85421",-0.0050535364,202,F7491D1B-6A25-C6A7-85A3-09AB118BFD28
"Cote, Keegan V.",Facilisis Non Associates,87218116599,Aruba,Gelderland,"-70.91095, -97.97205",0.4609101232,623,35992F32-6B26-96FB-374C-11DEF717D255
"Lloyd, Kyra Z.",Vitae Incorporated,94501397999,Nigeria,RS,"-45.30754, -143.69282",-0.3200439496,678,7AEE4F53-5AB4-E605-879B-F5C15729BA46
"Cash, Kimberly J.",Feugiat Industries,53444462199,Sint Maarten,Saxony,"41.86648, 127.95797",-0.2717134192,374,303327F9-D1AC-274C-8620-C288D5FAC007
"Wolf, Price N.",Penatibus Et Consulting,99370682499,Romania,Uttar Pradesh,"7.14548, 174.48923",0.2818734624,493,D5AD401B-BDA1-FFDF-0C94-54EEB0E8F58C
"Clay, Zahir S.",Risus Duis Institute,42367434199,Nicaragua,Newfoundland and Labrador,"27.61003, -25.28489",-0.3615828787,796,53CFAF62-4A94-D0A8-C8EF-C9F9D2B282E4
"Melendez, Norman X.",Magna Associates,59838475399,Georgia,Buteshire,"55.95747, 52.67045",0.4176386657,984,2FEB7A59-37F3-9774-D218-CF6CAD324E13
"Schultz, Gage N.",Et Nunc Quisque Foundation,39338589899,Mayotte,Gävleborgs län,"18.21795, -37.25982",0.0034023953,619,546EF9E3-4A85-FC06-8456-110BD993DB1D
"Petersen, Alexandra P.",Enim LLP,77704891199,Bosnia and Herzegovina,Kaduna,"57.40975, -125.60587",0.0267451969,384,E4BACEC7-5EDE-EB39-AD51-23436EBABF86
"Bailey, Ebony C.",Eu Limited,39262618899,Slovakia,NSW,"-62.10102, -86.56351",0.2309987016,344,4BEBB119-EEBF-0FF0-EC88-0B96E90AF113
"Randall, Adena J.",Nunc Sit Amet LLC,41490700099,Venezuela,NA,"-1.68554, 85.89969",-0.0860604571,425,01796D02-CC36-1CA8-12CF-2CBB9BD68718
"Francis, Neve F.",Donec Tempus Lorem Limited,34678275199,Macedonia,Ontario,"22.03045, 26.02599",0.288346293,274,FB55E508-B15D-5D47-04A5-6BAB7E53F451
"Fischer, Stella X.",Luctus Vulputate Industries,12908939099,Micronesia,São Paulo,"-44.19367, -101.00756",-0.0628531874,754,55A1AE9A-B239-DE36-8383-E81BE0D150B8
"Mclean, Christopher Q.",Id Nunc Ltd,57260011299,French Polynesia,Noord Brabant,"-61.78193, 100.46456",-0.0032333604,811,141C067E-4D7C-35B6-9EFD-EAE7CFDCED34
"Taylor, Nichole N.",Aliquam LLC,33566738799,Bahrain,Wielkopolskie,"86.57354, 120.92604",-0.0005340339,924,EC579166-CC41-C019-50C8-44BE81C3D2D6
"Hopper, Fatima G.",Condimentum PC,39399878099,Ecuador,Leinster,"-58.38667, -163.63492",0.2967682687,557,F9EFE914-249C-A767-3788-E639CBD626EC
"Noel, Sylvester T.",Vivamus Sit Amet Corp.,85228298099,South Sudan,Zuid Holland,"-86.01422, -86.45437",-0.0443950931,572,D0DDA67C-E08D-6272-AA17-F47B56FDA081
"Sullivan, David E.",Integer Limited,09343143399,Dominica,Noord Brabant,"48.54143, -109.27708",-0.1874185017,660,3F61CBB5-8274-D05D-476A-20CDABB482D8
"Mcclure, Rina Y.",Suspendisse Foundation,70666685199,Niue,Bihar,"2.21827, 92.10328",-0.0174870023,635,7EDDDF2B-AC9E-E012-9F19-76B6C6820735
"Ray, Tad X.",Mus Donec Dignissim Industries,72295382799,Portugal,Berlin,"-80.81327, 64.13095",0.0376341684,866,6958548A-9A66-C0BB-60F8-EBD48AADC8FA
"Franks, India E.",Donec Inc.,91456446799,Central African Republic,Kah,"6.62624, -121.14356",0.154354176,330,BD1CCECD-87BA-6604-AF2B-57535D88211E
"Gates, Pamela W.",Sem Nulla Interdum Incorporated,36304562599,Nepal,Z.,"-54.89385, -48.87666",0.0808399375,832,12FAC1B6-351D-B7EB-1BDE-50AF47E5E285
"Jenkins, Herman A.",Sed Molestie Sed PC,68318222599,Falkland Islands,WP,"46.03133, 160.13568",0.2603275019,256,73BA195E-23DA-5C64-0B95-E9EFCFB85673
"Hendricks, Barbara V.",Ipsum Porta Elit LLP,05535219199,Papua New Guinea,LD,"54.47842, 96.49826",-0.5995476745,669,61D1FFAB-BD0F-2C92-FB49-7B90F40C8EA3
"Rosario, Baxter D.",Massa Non Consulting,48274366799,Åland Islands,Anambra,"-10.53091, -172.72033",-0.0060060877,159,016255B8-4F37-51D8-5483-C4FEF2ED2820
"Carlson, Vivien U.",Mauris Magna Corp.,69289463599,France,WB,"87.53002, 77.00962",0.4057227256,643,B2A184B5-7F51-B84C-558D-3C7C7184BE0A
"Dejesus, Declan I.",Purus Consulting,50854281599,British Indian Ocean Territory,GO,"22.81283, -75.27516",0.2263975888,645,839231EC-8CA3-65A4-9C96-BDBAA00BD9AB
"Tucker, Kylan Z.",Accumsan Sed Facilisis LLP,92217245799,"Bonaire, Sint Eustatius and Saba",Leinster,"25.20883, 107.2571",0.1384097781,112,CEFF93FA-3052-07F3-0534-FB8E54AD29DF
"Wong, Kaitlin Y.",Dignissim Maecenas Corporation,18474847199,Norway,Ontario,"12.56869, -48.34594",0.3134279767,126,645C09D0-CB5A-ED54-F1A1-435C24A5AFDA
"Conner, Dalton M.",Nec Tellus Nunc Industries,11794832899,Reunion,NSW,"-72.61224, -95.427",0.2700192862,400,06C09F75-622D-2B54-4F58-63A238F67E1D
"Padilla, Austin Q.",Sed Libero Proin LLP,17320488899,Uganda,Gelderland,"-12.46546, -55.92719",-0.3308370101,934,366B6323-FEE6-8A42-F37F-57B8950CD67F
"Porter, Macy L.",Sit Amet Inc.,34598215699,South Sudan,CV,"-78.85044, -74.27126",0.0364805318,932,84707A17-E55F-347F-C162-8AC3A732EC13
"Prince, Yuri H.",Scelerisque Scelerisque Dui Incorporated,68808300299,Denmark,Vienna,"19.53902, -149.3897",-0.0441874245,238,736F09E5-C715-5851-B096-C423CD1CCB3C
"Baldwin, Ora Q.",Felis Ullamcorper Viverra Limited,71559925499,Tajikistan,Alberta,"23.30713, -17.65648",-0.270615648,328,9CEBD5DE-389D-59EB-D92E-74B8E30375D8
"Hicks, Kadeem P.",Nullam Suscipit Est Industries,24747237499,Nauru,L,"-64.75925, -50.0497",-0.136486912,699,2076A342-3290-F4AB-65FD-8ABD252188BB
"Good, Patricia Y.",Blandit At Nisi LLC,82657461799,Marshall Islands,DS,"76.97323, -170.44465",0.0737753341,586,209FD7A1-EDA4-05EA-98E8-C4A4B965C3C5
"Hickman, Bethany R.",Vel Inc.,33597602899,United States Minor Outlying Islands,Mazowieckie,"42.89059, -112.50575",0.2347262111,299,18C6DDE5-1E7A-45A1-31BA-4B366A06D621
"Black, Sandra E.",A Limited,12762917799,Algeria,SJ,"11.63042, -136.92876",-0.2015282699,519,8C4FFD86-DC48-EAD5-B6A1-98A28D1E51F0
"Reeves, Flynn D.",Habitant Incorporated,28579308399,"Bonaire, Sint Eustatius and Saba",QC,"-8.46578, 117.3568",0.3731895043,452,611B5504-DB20-A1C9-70CC-5804D87D2C4A
"Gibbs, Sean F.",Sem Molestie PC,61934284799,Mongolia,Mersin,"-62.20839, 173.87003",-0.1023069417,985,6B2F6DC2-481F-94B3-01E3-C72CE87F5FF9
"White, Sybil Q.",Nec Tellus Nunc Inc.,51873331799,Cuba,Missouri,"20.54832, -21.57136",-0.0560920344,470,2E67B2B1-DF2E-C703-8589-ED225EE4D002
"Odom, Lars L.",Est Ac Facilisis Associates,97298354999,Dominica,Vienna,"-38.24877, -14.24041",0.1201235678,251,270494A6-E4E2-09B7-D1C2-E6C2154D485A
"Bullock, Aurora T.",Et Magnis Corp.,34614449699,Mongolia,Provence-Alpes-Côte d'Azur,"35.59191, -115.00928",-0.1160863643,194,66350F8A-B60C-8A55-8B25-FEBBC648A223
"Bennett, Brennan X.",Aliquet LLC,52299250999,Saudi Arabia,WV,"-26.14252, -94.01114",-0.2739445228,452,2BB0D6C3-FF99-C81F-45A3-82F53B195C3A
"Mcfadden, Cain Y.",Tempus Lorem Fringilla Corp.,78822606999,Zambia,São Paulo,"-45.23142, 113.66975",0.1965919429,157,2FC28982-E4C2-881B-60E2-82D8148F273B
"Benton, Lilah P.",Adipiscing Elit Institute,82406568699,Bermuda,Västra Götalands län,"57.47329, -30.15502",-0.1900320798,516,DA5E9DE4-307E-C1EC-38D6-7A32F1E728D6
"Rodriquez, Chloe O.",Consequat Auctor Nunc Associates,04277994699,Argentina,Mississippi,"-21.08784, -105.37303",-0.1785590025,387,41575347-32EE-8790-5DDF-304EE82474D6
"Garner, Igor P.",Metus Eu Erat Company,22857638499,Chad,Berlin,"-13.94092, 58.96712",0.2951808948,959,EA5501AE-7562-A24D-FDE0-12E40FCAB941
"Tate, Hanna V.",Turpis Ltd,43461982199,Myanmar,AL,"50.13655, 84.63702",-0.6333721132,291,E08D3906-0EF5-67D3-E95A-0193E6FAE8B2
"Alston, Carol Y.",A Mi Fringilla Foundation,02508624599,Denmark,AB,"53.96766, 106.75287",-0.2887504397,912,C86B33F6-527D-D356-368D-417CAB08A051
"Ingram, Prescott V.",Ornare Placerat Orci Associates,55933051699,Suriname,Madrid,"-73.04953, -159.63757",-0.1700203856,404,9F37D766-1FA0-6B60-3E0E-DC6D2AC83D4A
"Byrd, Yvette N.",Feugiat Non Ltd,40734277299,Palau,BC,"7.59465, 77.57806",0.3101944214,754,9858F0E4-2BB5-2B23-5EEA-A92CF48561C1
"Avery, Yolanda O.",Id Foundation,78861600799,Bouvet Island,Lombardia,"-62.15108, -89.25596",0.0519914897,526,AD306A7B-A54C-B6C7-AB3D-C3D3CD30C63F
"Oneil, Ashely B.",Sit Amet Consectetuer Limited,73344279199,"Virgin Islands, United States",Idaho,"89.18093, 167.61948",0.2864775162,659,0E0193BF-E24E-2301-6E7A-7C49D9AAD437
