Name,Company,Organisation Number,Country,Region,GeoLoc,ND,CVV,HH
"Greer, Rigel J.",Malesuada Corp.,28664229099,Svalbard and Jan Mayen Islands,Wie,"11.5734, -111.99972",0.271211099,168,C4D1CF18-3476-2A26-0FC7-31F7D644565A
"Petersen, Mia X.",Mattis Velit Company,35297943599,Costa Rica,Zl,"-53.4398, 93.5681",-0.2817216372,401,6E06993B-3F07-E316-6285-95B03225249E
"Chavez, Evan X.",Eleifend Company,47821311899,Romania,MA,"-33.47785, 73.71952",-0.1904500139,736,0C7BECDB-BE09-3385-F763-5ABD5C854FAB
"Finley, Cheryl U.",Iaculis Quis LLC,09831918999,Singapore,U,"-1.68472, -44.56076",0.2266453499,414,9470B49B-9B44-95D7-6C3C-F7C922CF5597
"Clark, Omar G.",Orci Lacus Incorporated,62304725699,Mauritius,Istanbul,"-78.03445, 118.51204",0.3086390094,767,E12B5D96-5B22-ACEE-69E1-FE394BD96FF8
"Yates, Emerson L.",Dictum Cursus Nunc LLC,33959203899,Bermuda,SJ,"64.18399, 21.79818",-0.1932382892,276,68DFC9B9-AA73-B9DA-331D-ECC88D728015
"Valenzuela, Ray G.",Nec Malesuada Limited,59818852799,Tuvalu,São Paulo,"24.48269, -23.69282",0.1320702249,126,51FAA75F-368F-7E32-F43C-A76A23F1EE73
"Kirkland, Vaughan L.",Mauris Sapien Cursus Consulting,46326115999,Sweden,Lorraine,"72.56094, 51.11072",-0.1239515032,921,7F4F8059-3768-6FA4-50EB-E1E1BF023519
"Wilkins, Jordan J.",Ipsum Industries,67467322199,Belgium,BO,"-79.85347, 157.14848",-0.4002265462,641,71C30FBA-B95C-C53F-ACDE-0D537F0BB851
"Hardin, Rowan O.",Tincidunt Ltd,81734560399,Luxembourg,ON,"21.45734, -152.25245",0.0398792642,770,F769963C-16F9-C53D-773F-7897C760AF86
"Dickson, Erica Y.",Vestibulum Ut PC,50222230299,Uruguay,AN,"-39.2301, -64.67141",-0.3509493898,726,B11DA9C0-B7C6-27A5-380F-5C0E4C586F49
"Ford, Byron T.",Eros Nec Tellus Corporation,64628130899,Western Sahara,Wie,"-10.63404, -11.69888",-0.5841147139,394,ACCAB50A-84B8-3A97-CBEB-16C7708BABE2
"Ford, Lacota W.",Mi Enim Condimentum Corp.,23760431999,Tanzania,NS,"-64.5151, 117.91418",0.0153127706,367,96FF8DF5-893D-033E-8F49-EAF11954E99F
"Carey, Uriah L.",Semper Dui Inc.,22386236199,Jamaica,MA,"71.80256, -40.98384",-0.3260220633,681,05D95685-29B0-2924-85EF-C7B4FA16AECE
"Reilly, Charde B.",Tellus Imperdiet Non Corp.,41862042899,Saudi Arabia,Comunitat Valenciana,"1.38869, 81.11074",0.2871911112,910,A44F25A8-B314-7673-AF6E-65FF30D6BE90
"Solomon, Jemima I.",Cubilia Curae; Ltd,69930670299,Somalia,KD,"0.68816, 164.68987",0.3890202949,662,C2A67DA5-ED27-7A0C-A6B1-5FE57C3D0D94
"Kirby, Suki P.",Elit Aliquam Auctor Limited,81223788399,Macedonia,Ontario,"-63.57482, 87.94953",-0.073178618,485,5F6B4DFC-903F-8C66-8520-EC95AC2AAC8B
"Howell, Tate D.",Curae; Phasellus Inc.,08691338999,Myanmar,Bihar,"-50.65969, -59.73158",-0.2743628715,290,359E1468-89E5-5C3C-7EF1-0B53D7F6B606
"Henderson, Germane H.",Non Luctus LLP,47725314599,Russian Federation,NE,"8.41377, -130.03207",-0.1375407163,246,1B10E7C1-A5D9-1BA2-67F7-14692D008BAB
"Mckinney, Mia O.",Rutrum Justo Industries,23659703599,United States,BA,"-73.75498, 63.20883",-0.0267205102,984,C1B3BEFD-40FF-2EB0-4E91-483A6B71F21C
"Greene, Roth S.",Magna Inc.,74905430399,Heard Island and Mcdonald Islands,OV,"67.95734, 86.70148",0.193511311,609,BF4A20B4-C3C8-B1FF-F807-22BDC42D0F3C
"Nguyen, Raja P.",Felis Adipiscing Associates,94287765799,South Georgia and The South Sandwich Islands,Limón,"-9.25221, -61.04119",0.500297252,585,2E8D24E1-DED4-D6D6-2C08-0E3B7DE747EA
"Ratliff, Sonya M.",Et Netus Associates,48724901299,South Africa,Hertfordshire,"23.82048, 77.2654",0.0704496775,915,0342AAC7-9E45-23C1-2BE5-83B8D08489C5
"Ochoa, Amir B.",Quisque Nonummy Industries,95754504899,Svalbard and Jan Mayen Islands,North Rhine-Westphalia,"-10.53872, -163.89324",0.4690590511,326,5A1F4A32-72BD-BBF5-19F5-871BEF141C34
"Moore, Raja B.",Enim Institute,01564564999,Bosnia and Herzegovina,Maule,"-44.50885, -138.4045",0.1664043604,713,C22CF182-7AE8-1080-60EB-0880D49BF83A
"Larson, Jeremy C.",Mauris Integer Associates,51593896999,Saint Barthélemy,CA,"-5.29231, 64.90055",0.051873226,913,3EFC5F44-4622-311E-5C73-6638D908025F
"Yates, Chelsea V.",Amet Diam Associates,96803911099,Montenegro,Alajuela,"-76.78533, -163.15592",-0.3081583655,435,4D523B5B-7F28-2C4F-0A48-93839EB0EF72
"Kinney, Alec E.",Ipsum Leo Elementum Foundation,77428300299,Chile,Małopolskie,"-62.52865, 171.5931",0.0894564305,119,731433C5-4F9B-589D-AF43-03C92D1F865E
"Singleton, Evan B.",Aliquam Fringilla Cursus LLC,51723494099,Kazakhstan,NI,"33.39479, -119.26346",0.2208762758,754,639FE14E-95B0-7139-BA57-B7B052E3E13F
"Briggs, Quamar X.",Class LLP,35588240499,Sint Maarten,Metropolitana de Santiago,"22.42664, -86.50197",0.3129542965,407,96888EFD-744C-572A-174F-E127EE6D421E
"Bullock, Ariana J.",Nibh Quisque Nonummy Industries,05543859299,United States,AZ,"-25.52358, -49.97881",0.0403265983,380,0E4A628F-F677-EA7E-1ACD-DDCD79E95E3F
"Cunningham, Porter F.",Nisl Nulla Associates,81423776199,Luxembourg,Ulster,"9.45806, 83.61137",-0.082972045,351,12A5A2FA-2920-58FD-6BB5-C429A394E1E8
"Wade, Janna G.",Duis Inc.,78427407399,Togo,Antwerpen,"50.18121, 141.74514",-0.0351618769,881,352FEEC5-032F-5E2B-D1AF-AFDC7F77DBB2
"Foster, Cruz N.",Egestas Nunc Ltd,22290971799,Chile,Zl,"-24.04751, -42.05185",0.2704066234,118,7B5E4DD6-4062-21FD-4984-D4B4832AD591
"Cobb, Whitney V.",Sagittis Ltd,78711155399,South Sudan,Ist,"-35.97176, 168.19754",0.1587987063,836,589F9DC4-78BC-A9F8-6D6B-84401AEC00CC
"Wall, Norman P.",Nisi Sem Semper Company,15300127299,Pakistan,Maharastra,"72.76514, -79.21913",-0.0628429216,300,D7663892-82AD-6D69-801F-31CBB2C1DB08
"Miles, Jason W.",Nunc Corp.,50753110999,South Georgia and The South Sandwich Islands,Wie,"-88.11754, 32.34805",-0.2061830894,208,BEDA7AC2-5D73-02ED-3CA5-811E18F1873D
"Gamble, Selma G.",Iaculis Incorporated,14372210099,Sudan,NI,"-70.57551, 118.28844",-0.0339675647,658,290253D4-019F-5E5E-5EB1-E8FD6B36578B
"Grant, Rudyard B.",Luctus Ut Pellentesque Corp.,50568928899,Macao,Prince Edward Island,"-8.45474, -136.5158",0.0488650225,638,930B5D51-0410-3CDD-81FD-EBDE5E52ECC0
"Odom, Chester I.",Eu Tellus Corp.,88558134999,Togo,WP,"18.95849, 161.49237",-0.1277761196,608,0186B999-F727-F8B9-35EF-223A8499D4C3
"Knowles, Kristen V.",Magnis Dis PC,50924906599,Canada,AR,"58.24123, -46.23402",0.1035832833,215,A27193CA-98C7-9A33-26DD-FE915F9762B6
"Gaines, Lance B.",Fermentum Arcu Limited,45642903899,Angola,Bihar,"51.35184, -125.75257",0.3464518124,495,2AFB92AE-E54B-CDF8-F7C3-339AE9562A21
"Holder, Brian J.",Lectus Ante Dictum Industries,13888052399,Iceland,Galicia,"-77.56629, 164.70596",0.2185137782,435,BE70FC3C-90D0-EDF7-3EFB-7E10AEFBB5FC
"Higgins, Hammett B.",Feugiat Non Consulting,74667285799,Micronesia,ERM,"1.77143, 137.61701",0.3418960746,979,D2E051EC-8AED-935C-2F75-B9F1D69DA6BE
"Castillo, Renee T.",Dolor Dolor Inc.,59688984799,South Africa,Podkarpackie,"75.35229, 47.7967",-0.2383931747,216,3507BECE-CFA9-FC17-57E8-4F744FFF0E70
"Mayer, Maggie C.",Hendrerit PC,59689376599,Ukraine,Hamburg,"29.69141, 115.05943",-0.016083441,952,0E89F7DF-C028-237C-B854-ADCAE7C1CF41
"Mclean, Chaney F.",Ultricies Ornare PC,26294886799,Monaco,Noord Holland,"-67.03584, -121.13795",-0.2159417197,501,7C4D2356-ECC6-C72F-5880-0B115C0F2C2D
"Howell, Yardley W.",Malesuada Fames Ac Foundation,41909729999,Venezuela,NI,"57.20421, -136.5244",0.1302494987,434,C232DD87-9A65-1257-E0A6-CD6680284321
"Chen, Kylan S.",Aptent Taciti Company,80269563999,"Virgin Islands, British",BA,"82.34447, 88.42937",0.1210610377,116,751FF645-827B-1B14-0916-4B7BAED59ECE
"Gordon, Alan V.",Libero Donec Consectetuer Industries,75217466299,Zambia,Leinster,"-44.18201, -5.29003",0.0280938428,224,7CF0F4E4-86FA-05E1-6233-01CBD9C309AD
"Atkins, Jackson F.",Non Lorem Vitae PC,72590591099,Pitcairn Islands,Idaho,"44.68539, 43.91103",-0.3845604397,390,4602126C-74A4-DF0D-83C9-2F5D593BC50A
"Phelps, Alec Y.",Ullamcorper Viverra Maecenas PC,37440573499,Isle of Man,Nord-Pas-de-Calais,"59.72037, -6.38865",0.0416675458,807,DAB7F935-8269-A39E-A324-ECA4F596E714
"Baldwin, Charity N.",Libero Ltd,11468312999,Chile,WB,"-27.47899, -60.24464",0.136993003,476,367AA852-03E3-C15E-7F42-1B23A032FF0F
"Crane, Keefe N.",Inceptos Associates,34981598199,Czech Republic,Connecticut,"-30.53478, -112.14899",-0.2193935733,333,E676AB50-5CB8-3EC0-8607-DD65FC659946
"Smith, Brian F.",Dis Associates,00334287099,Sint Maarten,NSW,"-23.85685, 48.37788",0.4902837919,255,207247E6-AB0B-4B69-F761-D576774E5878
"Whitley, Ahmed I.",Dolor Sit Amet Incorporated,96845067999,Azerbaijan,New South Wales,"-39.50859, -55.44361",-0.3215488047,378,2AC5F2AE-1932-53A9-BCEC-C2F8456CB05A
"Sims, Roanna R.",Praesent Eu Nulla Ltd,98332033399,Monaco,SP,"9.16719, -93.28349",-0.0777678716,601,0A83E422-7B66-AD79-332A-3156715AA683
"Bates, Levi Y.",Mauris Associates,36652804899,Austria,MN,"37.92356, -28.25982",-0.3187794635,732,E8BA9688-B7AB-227D-A4EC-4284DC64801E
"Gross, Jonas Q.",Ac Turpis Egestas Company,76947400199,New Caledonia,CA,"82.32953, 10.272",-0.0017542006,567,29E65A28-B192-30D8-9002-8D9C8D916AE2
"Kirkland, Deacon K.",Libero Integer LLC,01807683699,Cuba,N.,"69.73521, 164.04978",-0.1723758024,298,2856A1AF-0514-4590-A376-6A9785ACCE15
"Wheeler, Alec O.",Arcu Vestibulum Ante Incorporated,89496643199,Sudan,Nunavut,"54.89072, 100.27685",-0.1417116765,130,E94B67B3-2F8A-1D10-C492-86BAEC6A6887
"Flores, Ulysses B.",Mauris Sagittis Corporation,93852113899,Sudan,TOS,"-45.77859, -142.88499",-0.4087777521,164,05196278-6118-4828-D920-7C9B619FA1BA
"Guerrero, Jaime T.",Volutpat Ornare Facilisis Foundation,78418774599,Chile,Hatay,"-45.02169, -79.25475",-0.0046518201,125,1063DB5B-7177-7F9A-6C29-5A670CB8F932
"Fernandez, Raven L.",Sit Amet Limited,02437817699,Benin,Veneto,"-10.41454, -76.33509",0.0908046667,124,FDD27B18-673C-CF59-E53B-2DA802AFA8D5
"Chavez, Jael N.",Velit LLP,40826385799,Austria,New South Wales,"-60.83873, 47.20562",-0.2894136482,674,9688CD3A-5600-482F-79DD-C5849A0ECC05
"Morse, Gemma U.",Aliquam Institute,41209726599,"Saint Helena, Ascension and Tristan da Cunha",AK,"15.06304, 15.02647",-0.1426368212,875,833A46E6-3BAC-1900-38D7-89ACB3CCFB28
"Mcknight, Emi T.",Non Sapien Molestie Ltd,46804863899,Oman,Alajuela,"80.01102, -149.34136",0.4166984483,344,C915C3C1-4CA1-9B8D-BB35-E4A78E91C99B
"Santana, Ivory R.",At Limited,27314657999,Bouvet Island,BY,"-29.90342, 156.19169",-0.0278309252,574,BA5E2BFF-6905-36F1-429F-B299B1BA193F
"Cortez, Leandra P.",Quis Diam LLP,91569271299,Brazil,Wie,"-11.01037, -155.50562",0.1504124698,959,1F2F0246-ACF4-6264-3C87-B009B39FA62A
"Houston, Griffith O.",Vehicula Pellentesque Tincidunt Limited,11498797699,Spain,Ontario,"-56.10944, -20.36565",-0.0828942097,205,9A45141F-F81D-FDA8-69E5-FCB1FFF479D2
"Pace, Maia L.",Eget Odio Aliquam Corporation,31898679899,Romania,KD,"-76.48541, -135.68267",-0.0764166452,724,AC41FED0-D053-81F4-7474-6AAABF931895
"Owens, Jordan Q.",Et Corporation,87290946299,Bhutan,O,"61.80986, -154.86854",0.2499073526,868,0E7A4F57-420A-15CD-6C65-5391B6D69CEC
"Roy, Zephania J.",Bibendum Sed Industries,95331033999,Egypt,IL,"-4.10323, 163.46127",0.0846234248,525,A218A6E3-F6BC-3078-39F5-EFC6E2375780
"Hodge, Ashton M.",Urna Associates,09485367899,Falkland Islands,AQ,"35.52297, 171.00027",-0.2475834308,871,F932470C-B77F-6582-EC0E-6C38BB7D5665
"Chavez, Stuart I.",Varius Industries,37652666599,Sint Maarten,Paraíba,"-36.14181, -118.51242",-0.1737191577,719,B22FB0DF-8EC8-6B0E-12C0-8E9B9A0F869D
"Stokes, Amos R.",Risus Donec Nibh Associates,07326960199,Congo (Brazzaville),BC,"-71.61977, -1.69621",0.1321467113,225,145F691B-9950-E041-132E-F0EB58D01258
"Harper, Basil T.",Varius Foundation,18436848599,Egypt,Heredia,"-23.47297, 173.67615",-0.3840953563,992,7FA54477-5DAC-FBAC-A66E-C476FA340AE2
