Name,Company,Organisation Number,Country,Region,GeoLoc,ND,CVV,HH
"Barrett, Ralph H.",Lobortis Quam Ltd,53883185699,Sweden,MA,"-35.25836, -82.68879",-0.0546789602,761,F7AF00DC-5DC7-7714-8BAD-E3D3C9ED73D3
"Campbell, Paloma O.",Mauris Non Dui Corp.,12813340299,Moldova,Tennessee,"-22.88127, 59.29567",-0.0456404647,148,9A9EECDC-4FC7-365E-A91C-378EB4B05C01
"Harrell, Ray K.",Metus Aenean Sed Consulting,82992989099,Chad,Hatay,"79.17338, -10.71901",-0.0786825917,631,762F9475-E79A-2D34-3C57-273E68B2F6AB
"Hess, Wanda P.",Ipsum Limited,53712163299,Libya,PUG,"62.53244, 37.81079",0.1410755599,145,D5764A4E-4624-FADC-46F6-DD53C03C3D4B
"Griffin, Isabelle Q.",Ut Nisi Incorporated,52875198899,Slovakia,SI,"13.34536, -94.33797",-0.4113987318,191,C878FBD4-C693-C594-644B-38E06C75B7B1
"Macias, Wade B.",Sed Pharetra Felis Industries,02600193599,Myanmar,LI,"-51.78895, 15.10254",0.1099017259,217,EA8990FE-9621-FF6D-5C25-28E36226B307
"Duffy, Porter L.",Turpis Vitae Incorporated,97302172499,Guinea,CL,"85.15825, -35.6617",-0.0814330746,326,F1030CD1-57AD-13C2-0C40-EF62A4B5F1F3
"Vinson, Oprah D.",Velit Pellentesque LLP,00977764299,Croatia,Connacht,"33.8483, -48.50427",-0.1326978467,310,EB6EC7CF-6EC6-2279-246E-A41FB2E39612
"Valdez, Colton K.",Sit Associates,48669275799,Anguilla,Vienna,"41.69283, 175.82381",0.0109111409,139,7BC63A45-EE0E-1F7D-A504-B16FC1C9CD05
"Love, Nola E.",Nec Ligula Company,19867893299,France,Kujawsko-pomorskie,"77.33883, 144.55163",-0.0505327117,732,F4701B80-913B-FF3B-7DA1-0CCB4F1A51A2
"Mooney, Amos I.",Nunc Ac Limited,85646164599,American Samoa,MB,"14.3108, 75.38788",0.1392334933,476,201F3D42-26EB-1755-B218-C48F48C0898B
"Shelton, Mannix U.",Rutrum Urna Nec LLP,60834439099,United Arab Emirates,L,"74.58704, 168.97067",-0.0272624123,331,4A7A3628-2A32-D213-0933-207A1EFD5A5C
"Austin, Clarke K.",Mus Associates,19904200699,Brunei,QC,"63.2715, 64.09794",0.0382294592,899,0E4B0347-C537-3828-66A5-75222ADD38CB
"Andrews, Halee U.",Turpis Vitae Consulting,20348950199,Argentina,NI,"87.08123, -107.73773",-0.2517179396,666,1A5A6AD5-F4CB-36D5-73EE-CCAECD97712C
"Sellers, Zenaida T.",Nunc Sed Institute,68770778799,Mali,Wie,"-22.97266, -43.46821",0.0876590181,883,7F0ED2CE-A60A-4F6F-2667-C6D3FE4BD68F
"Decker, Lavinia F.",Vitae Industries,59242721599,French Polynesia,Western Australia,"-78.97722, 126.11188",0.1557671557,415,677E6949-BF05-A18F-5E5F-58BC54A1D46F
"Newman, Brandon D.",Velit Cras Lorem Incorporated,92200741199,Curaçao,Friuli-Venezia Giulia,"34.90048, 57.99946",0.1369557897,314,05240067-D47D-AC56-882F-970A2D44BD72
"Frye, Hiram O.",Egestas Limited,65415187899,Tonga,Victoria,"20.94024, -136.75277",-0.1916097181,348,A145A31A-9B08-B159-3C28-C35AF290A33D
"Bernard, Sebastian A.",Suscipit Nonummy Foundation,80789247999,Bouvet Island,VIC,"19.02025, -63.53197",-0.0716836925,640,989AB5BE-B509-DAE4-1213-AF7887C625EC
"Schroeder, Ethan O.",Aliquet Sem LLP,84705308499,Viet Nam,Henegouwen,"-36.57297, -62.71256",0.6785231768,264,D04A3B36-EE02-5906-0A6C-CABD08A27A23
"Perez, Amos I.",Ultrices Sit Industries,14287207499,India,ON,"-32.34031, -20.8878",0.0216711367,222,248A0A20-265A-42A6-8DF7-F8786F18DC93
"Harding, Reed E.",Nulla Semper Tellus LLC,99797035199,Falkland Islands,North Island,"-11.99999, -37.26917",0.1455511404,846,128202E2-4FEF-994A-494E-126CF6236493
"Gonzalez, Maile G.",Eget Magna Suspendisse Corp.,62804084099,Colombia,AU,"-44.81128, 150.3581",-0.1310826756,748,B11CACD1-71CE-46B2-89EF-F935C3DE25B9
"Cruz, Uta K.",Laoreet Lectus Limited,10783776799,Sao Tome and Principe,Jammu and Kashmir,"45.40165, 10.48926",-0.0621214104,460,AEB7619B-F3FB-A38E-C6A2-8124CBB39B8B
"Harrell, Yoshio S.",Rutrum Fusce Industries,20789320299,Australia,AN,"65.3147, -123.93066",0.359779435,736,29A15E85-0D86-6D69-0F11-0963D7D7E7E3
"Chan, Wade J.",Erat Consulting,65318185699,Mauritania,Carinthia,"27.31046, 2.28821",-0.0596141498,236,CAE7547C-52C7-851A-8E3D-FF01211581E1
"Valencia, Basia Q.",Cras Consulting,58511237399,Tuvalu,Metropolitana de Santiago,"-38.97725, -134.91126",0.2962358116,304,967FB3EC-A4D2-0A6A-8FDE-5C862968314A
"Evans, Stacey R.",Sit Amet Faucibus Foundation,17788637699,Tuvalu,Ontario,"-34.39857, 44.23165",0.1290853744,930,4DB06E42-5166-06E0-A163-766B69A086A7
"Witt, Idola A.",Ut Nulla Corporation,94394603699,Bangladesh,Lorraine,"80.07834, 170.53789",-0.2738259179,199,D042A628-0B44-5785-FF05-8E10151FF742
"Roberts, Cecilia P.",Feugiat Lorem Limited,08294031399,Moldova,San José,"-79.15838, -138.5172",-0.4049695734,333,168F957E-4541-14F3-63C6-3C5F300E4469
"Hyde, Xavier G.",Vel Incorporated,58388548599,Hong Kong,Ank,"42.296, -9.18961",0.1524809171,961,29E09F4E-9275-1A8C-8153-469B0EEF041A
"Hudson, Chester Z.",Nam Consequat Associates,27428402899,Samoa,Gelderland,"53.00875, -16.3757",0.2582170511,954,43B1A158-6468-18ED-AC32-C46BBE2CD6D9
"Crane, Lucius U.",Congue Elit Sed Corporation,55985474899,Faroe Islands,Västra Götalands län,"11.23411, 173.17542",0.1230883052,431,DD948F0F-C9D1-77C7-AE78-0F3343B76A15
"Shelton, Reese C.",Vitae Corporation,85732055899,French Southern Territories,MD,"25.99411, 146.73994",-0.1636031734,189,D83E2E46-EBA4-41D2-F2C3-8E53F4C8FCBC
"Moses, Asher Y.",Consequat Purus Maecenas Incorporated,39789974099,India,South Australia,"2.10203, 71.87572",0.3729573715,789,837CE0CB-06BD-8547-1024-3A76FC160477
"Hall, Nash D.",Non Ltd,94340784699,Brunei,RM,"50.25144, 99.89458",-0.0244530019,550,CC27AE5F-38DF-8D76-B8BB-6825A14670A9
"Barnett, Ora R.",Ante Industries,68607351099,Reunion,Ulster,"-69.98718, 147.80111",-0.160982049,625,46816549-B9C5-F9D4-06A3-DDDE9576E72F
"Greene, Driscoll B.",Duis Limited,04819465999,France,E,"-75.62623, -7.47686",-0.0523438658,506,983ABB90-DF2F-7C5A-366A-98C56CCF9282
"Kramer, Yael E.",Laoreet Libero Ltd,96718130799,Guadeloupe,Washington,"-20.38141, -23.88938",-0.084808813,991,1991AC86-13A5-8DB8-FA91-6E5E43C603A0
"Holloway, Fiona E.",Egestas Lacinia Sed Ltd,08977082899,Liechtenstein,Kerala,"-21.65897, -55.61266",0.0141714481,159,8066B200-5287-496E-7CA1-3CACDF7D5F6F
"Mcdonald, Rogan T.",Duis Incorporated,62939248699,Côte D'Ivoire (Ivory Coast),BR,"30.143, -152.42668",-0.1423663475,996,4DA22CDF-A640-183D-AE1F-8E6449B7B3BA
"Richards, Abdul W.",Convallis Dolor Corporation,95869193699,Bangladesh,OP,"4.05169, -109.55437",-0.023370495,791,93E7E590-D706-72EE-3947-4835D6080CCB
"Mckinney, Melanie T.",Auctor Vitae Aliquet LLC,41264430899,Isle of Man,Rivers,"65.37498, 156.87965",0.1455647516,792,66C6664B-A6E2-9E76-59A5-8342B71DA199
"Wilcox, Lester U.",Dictum Corporation,44232680399,Cook Islands,TAA,"-48.5347, 11.54722",-0.2920801073,296,50FED699-2BE6-0B4C-1B6F-0C17BB8DC33C
"Brennan, Beck O.",Est Ac Facilisis Consulting,74280543899,Svalbard and Jan Mayen Islands,Podkarpackie,"-7.44864, 66.79629",0.1466722005,672,60F440FD-8772-7D5F-607C-BF586F87E509
"Finch, Leah T.",Quam Industries,82529231599,Colombia,Madrid,"-64.93827, 25.86148",0.1134544257,478,A9463AD0-5F21-E749-16EE-D8BC728C5C4E
"Peterson, Ashton E.",Pede Suspendisse Incorporated,70683533399,Saint Vincent and The Grenadines,C,"37.39255, -0.89987",-0.1058526532,323,9CF1146E-4ABB-BEFB-A3EC-18F0EC595209
"Webb, Savannah I.",Nascetur Associates,00801318299,Cyprus,VIC,"-59.84487, 77.8253",0.3767069009,266,3F125198-099A-6983-4F05-B4AFADC6FAAC
"Rodriguez, Caleb L.",Sem Consulting,26766176499,Eritrea,Kocaeli,"-69.83112, 23.24769",0.7272602896,705,D68B22C9-376F-DDFD-365A-372B805E4672
"Wagner, Basia S.",Orci Donec Nibh Corporation,29210518999,Mauritania,Zeeland,"13.24742, -114.81554",0.2983999446,804,16BC61AD-5447-AE85-9264-9281D5C05E06
"Mcclain, Davis W.",Volutpat Nulla Dignissim Consulting,09675447299,Seychelles,Karnataka,"37.15826, 31.41185",0.2032540724,283,F9FDF83B-3F75-CA53-913D-2CE388491CE9
"Goodman, Isaiah D.",Ut Aliquam Industries,47457453999,Tuvalu,HH,"-43.96061, -107.91543",-0.1011135963,725,8D7161DB-EDA4-AFEB-FA42-2BB992F83E51
"Briggs, Fay E.",Nullam Industries,12612845799,Nicaragua,Queensland,"-86.32057, -143.64757",-0.1675219357,300,DEEB30BB-53B7-948D-887F-F65B4BC0EE88
"Vasquez, Malachi R.",Et Arcu Company,40367556199,Panama,Munster,"58.49483, -97.75726",0.1756863151,668,3C3EEFFC-47DE-F99F-C5D5-9350DB8AEAE1
"Roberson, Nissim O.",Ipsum Donec LLC,02555788799,Russian Federation,YT,"28.78891, -89.19318",0.3469105588,150,3573512A-D095-7743-4142-DBE87DBA6B35
"Crane, Hiroko F.",Sed PC,23967965399,Brazil,Berlin,"21.84757, 102.12831",-0.0145741069,242,30B4E96C-AE84-EFEB-C230-7B2E7BFAFF1F
"Middleton, Maxine B.",Lectus Sit LLP,46532112499,Lebanon,Odisha,"-53.42859, -91.18674",0.1937104915,264,EBA1C452-59E7-2DF0-C822-3AE14ACCC401
"Herman, Hunter G.",Vivamus Euismod Institute,62204641599,Antigua and Barbuda,UP,"17.5398, 23.06181",0.1454109041,868,F5125AD7-81FF-A895-7B37-834FB4552B97
"Rivas, Kyle Z.",Vulputate Ullamcorper Magna Institute,53771282899,Saint Barthélemy,Karnataka,"-81.21953, -12.26476",0.0174311926,342,581ACAEE-5CA6-F348-50E2-9D9E52C973D6
"Pollard, Nina Q.",Libero PC,00679525799,Benin,U,"73.94557, -3.95654",-0.0395158072,662,ACF56E33-C92C-BB48-70F2-90CF14F7BE19
"Weiss, Ryder W.",Ultricies Adipiscing Institute,18564264999,Cook Islands,IL,"51.03642, -157.86176",-0.1617761512,955,B9973644-6BCC-9D64-1BC6-9DF2C787A85A
"Mitchell, Judah A.",Aliquam Adipiscing Lobortis Incorporated,10994768499,Norfolk Island,Kaduna,"31.76654, -134.82519",-0.1762509527,822,A3E80838-1B83-33FC-FD82-306F7830E9CE
"Howard, Carter B.",Nulla Donec Non Incorporated,44888416099,Kazakhstan,CA,"-82.82203, 157.57671",-0.5475962584,769,37163578-7464-6C02-C2C8-D3E22ECE8489
"Middleton, Tana S.",Risus Nunc Institute,95622246199,Moldova,IL,"88.58058, 5.14657",-0.1298749424,856,4E49D852-C224-6EB9-1E22-3BF85DE813B8
"Nichols, Vladimir D.",Enim Foundation,19654465599,Peru,Fl,"3.31735, 29.75638",0.0487342115,386,DA4618C6-68CF-ACAB-1671-21A532A76E60
"Becker, Elton Y.",Dis Parturient Limited,45460750299,Reunion,Arizona,"77.18171, 141.52446",-0.1132588208,264,3E0C67D1-0650-2EBD-312E-148149DF8879
"Winters, Coby D.",Molestie Pharetra Industries,18952678699,Lesotho,Kon,"32.59661, -141.10423",0.3716598905,748,C2F0CCF9-7AA9-E8E0-9332-F1757BC5FE39
"Maddox, Macon Z.",Eget Mollis Lectus PC,46497464699,Somalia,Leinster,"-81.00416, 114.80944",-0.0448501026,127,8394F66C-77EC-2338-87BC-737DD69E58C3
"Gilliam, Ann T.",Nulla Inc.,55648854499,Serbia,Nebraska,"17.67343, -1.98102",-0.1464177672,714,F67E6388-8A91-37C9-6BD5-557FD1CA20C5
"Decker, Zachary L.",Quam Dignissim Pharetra Institute,13956003899,Gibraltar,HB,"-19.33979, 85.27005",-0.0612553222,412,6A5C8801-67B2-D913-E421-CFE6EB5314D3
"Hinton, Dorothy N.",Duis Institute,08611777799,Singapore,Tamil Nadu,"-2.33499, 58.98966",-0.352383802,162,53DD4E25-50FA-FC9A-56E1-C2F4274BBE83
"Alvarez, Harper X.",Commodo Incorporated,47474927699,Equatorial Guinea,HE,"59.55551, 105.65196",0.2557817659,351,2A1664D3-E1B3-0657-4381-A6B9D111E2F9
"Harper, Maxine A.",Et Eros Corporation,76713131799,Sint Maarten,SP,"73.43608, -36.55348",0.3658669561,341,43520010-FA05-7906-303F-5F9D996DCD66
"Vasquez, Colby H.",Sagittis Semper Industries,19325969699,Ethiopia,Ontario,"-13.30912, -78.94864",-0.0124999883,604,0EF158E3-6E3C-EDDE-83EC-D156B6FBB599
"Cotton, Cairo T.",Nostra Per Inceptos Limited,87890249499,Botswana,C,"-32.80234, -159.39887",0.3757272171,586,2A3E437D-C56E-1A65-D562-5405E839F99C
"Nash, Burton H.",Sociis Natoque Penatibus Associates,04434919599,Angola,QLD,"-35.66951, 116.37105",0.0077770553,879,BC7FC50D-B70B-B409-CAA0-30AFFA058235
"Davenport, Cade O.",Ultrices Foundation,05989000499,Kyrgyzstan,ON,"-9.79831, -19.58371",0.138478306,220,02A2132D-0090-ED27-4DB8-FC71F87CA5BE
