Name,Company,Organisation Number,Country,Region,GeoLoc,ND,CVV,HH
"Lara, Indigo T.",Nullam Ut Nisi Company,22944614599,"Korea, South",Ankara,"50.87505, -125.73047",0.0443364022,522,C6A6DCD6-ECFA-4A43-4513-B0C025031363
"Blankenship, Sarah Y.",Nam Nulla Magna Limited,89771134999,Taiwan,Ontario,"3.41705, -22.11085",0.3408498845,927,42013CAD-C123-2F30-3EA3-168F6BB022FD
"Mendez, Jeanette L.",Nec Institute,33755823599,"Saint Helena, Ascension and Tristan da Cunha",Île-de-France,"45.90487, 56.46852",0.0672844107,356,8521C1EE-5DB6-2828-E3CA-AC16AF638AB2
"Arnold, Cruz P.",Nunc Associates,96757155299,Palau,Provence-Alpes-Côte d'Azur,"0.21725, 126.7113",-0.1891281548,154,CAFFF802-0B4E-AB40-412E-F0591F5DBB22
"Rowe, Owen U.",Morbi PC,95686107699,Djibouti,West-Vlaanderen,"-52.03944, 80.02604",-0.0868365754,303,D271B45C-AE6F-6FED-3ECA-0B49F7D5E726
"Perry, Brendan A.",Imperdiet PC,86867436899,Albania,N.,"-49.4912, -2.5128",0.2238999628,668,A19F6B44-B282-FE4E-BAF9-AD88483D5B2D
"Koch, Ivana O.",Facilisis Eget Corporation,65703209199,Egypt,Vienna,"47.39926, -88.44009",-0.2066151723,751,F8B81D83-BF3C-81F8-D010-F2CC4611C021
"Wallace, Upton X.",Egestas Incorporated,07812285299,Gibraltar,Hamburg,"76.59844, -107.3294",-0.067004327,902,AE6CE4C2-8728-5ED9-93DB-72757F9AF5F4
"Lester, Aurora B.",Ultrices Industries,55473461899,Niue,SK,"-26.18184, 162.03216",-0.2327101353,266,ACC829D2-27BC-4C6D-8FCA-EF762923EDD2
"Holland, Olympia S.",Fusce Associates,67562563699,Iraq,RJ,"69.30708, 107.01081",-0.1020626874,175,2969B3CB-B133-7974-45D9-4776F7A611C5
"Bowers, Jennifer I.",Neque Non Quam Associates,20767590799,Angola,Galicia,"-41.88259, -65.98208",-0.0684270499,294,12DD6687-C02F-5CD9-D7B6-870284ACCA2D
"Lowe, Laith A.",Nullam Nisl LLP,98204393199,Guatemala,Virginia,"-36.31776, -85.08872",-0.1916793476,391,F78E5066-7C1F-F8E6-ADD1-FE5202A145CF
"James, Kylie J.",Nunc Sollicitudin Commodo Associates,19551092299,Croatia,RM,"-43.96771, -35.97341",-0.5567711206,372,1C192F92-FDC7-185D-9882-0D15638575C2
"Martinez, Alfonso V.",Ut Incorporated,00569879399,Senegal,West Bengal,"-10.1818, 22.85321",-0.0369249643,863,3E80312B-FD83-C426-AE67-9FCB4BA0B927
"Russell, Michael W.",Arcu Aliquam Ultrices Corp.,27923755999,Cambodia,Queensland,"-85.42688, 166.44484",0.0018287611,646,D3BB80E7-3D9A-2418-2095-FC8953CF919B
"Cooley, MacKenzie K.",Enim Nisl Elementum PC,52271301999,Liberia,Östergötlands län,"-40.95809, 148.51451",-0.071146487,938,B5151E55-7944-30E5-A2A6-3111DD13052C
"Mooney, Veronica C.",Dictum PC,71889042899,Guinea,Comunitat Valenciana,"-25.70673, 25.9873",0.1074411035,347,B136099D-E4D5-BCC5-46BB-FBD9E79B613F
"Blake, Rinah K.",Id Blandit At LLP,31370069599,"Palestine, State of",TOS,"-60.67242, 118.82061",-0.2605425756,888,EEC0F026-4FC1-181B-7FD8-0558C6DD87CF
"Franklin, Jennifer S.",Diam Corp.,93570108399,Zambia,Ontario,"6.3461, -107.93796",-0.2822494924,333,B01371ED-4298-22DA-6127-DBF2AF17A955
"Sharpe, Abbot Q.",Nunc Mauris Morbi LLC,28634363399,Rwanda,Valparaíso,"52.94816, -55.20166",0.2427592973,599,B04902FA-00A7-A99E-9476-E84542769C01
"Fischer, Ursa X.",Neque Foundation,29496220199,Singapore,DF,"-33.09383, -179.86885",-0.1696808576,254,6DAA616F-0536-33EC-92F1-1F8C26FA0EF4
"Herrera, Octavia E.",Hymenaeos Mauris Ut Limited,55914076899,Portugal,M,"29.88297, 84.44911",0.3436002919,960,45C2D6AE-A48E-61E0-7A4B-25D091B256B2
"Haynes, Tobias Q.",Sagittis Ltd,27799042899,Bouvet Island,MB,"-54.56568, -33.95311",-0.0321913741,611,C95ECE49-580C-0888-6351-5F533853DA96
"Mueller, Farrah Z.",Cras Company,69963739999,Israel,RP,"25.74498, -167.13759",0.1954151721,855,CE6A029E-07C1-F10B-6954-5DAF23550BBA
"Robles, Luke N.",Tempor Bibendum Donec PC,16908613599,Iceland,NI,"52.56607, 132.2458",0.0209258593,243,E4E39731-EA68-B238-E1B7-4B28C863180D
"Ayers, Althea N.",Nec Diam Company,94728223999,Micronesia,Florida,"-77.87, 2.89732",0.1234889862,428,A11911E9-749E-235D-0EE9-02F73EFEF5C7
"Burgess, Georgia P.",In Corporation,77769533899,Turks and Caicos Islands,Georgia,"-28.54004, 88.0726",0.0765152821,352,CF2BEB52-1810-40B3-6EF8-7F37A796FBA9
"Lancaster, Marsden Z.",Mollis Duis Sit Corporation,93469705699,Bulgaria,Quebec,"-71.61332, -126.10158",0.1398188268,902,C1F28347-90BB-838F-C00C-4F67A563A077
"Wiggins, Kessie F.",Risus Donec Egestas Industries,84772126399,Pitcairn Islands,IA,"-22.68109, -126.02924",0.0386378011,739,F32359BD-D2F0-107F-E2A3-50D22662A793
"Adams, Aurelia E.",Ac Institute,98687187399,Estonia,Ontario,"11.38617, -160.08858",-0.1020517134,549,A8BEEE04-0A73-F031-A499-FEC400AE00C7
"Knapp, Ramona A.",Porttitor Scelerisque Neque Limited,71450911799,Benin,NI,"-15.43777, -2.10242",0.035642991,472,77B88D9E-AA2C-0FC6-47A1-E2A4833D54DE
"Mcleod, Quinlan R.",Amet Consectetuer Adipiscing Institute,94861565399,Guernsey,North Island,"-88.61478, 112.5524",0.0888774248,805,EBCA22E8-F623-8283-4262-757E517E5563
"Flores, Emmanuel U.",Dictum Sapien Industries,41704341099,Comoros,Wie,"22.45928, 81.48472",-0.1351186243,928,03533C78-7059-B89C-0755-78F054241F3E
"Myers, Kim J.",Nam Ligula Elit Company,14490955799,Pitcairn Islands,E,"-26.37684, 145.68267",-0.1447254586,417,9AFE21C0-C407-CEF1-ED2F-84E0F220A285
"Rocha, Elijah I.",Egestas Aliquam Fringilla Industries,17705924499,Turks and Caicos Islands,Illes Balears,"32.96393, 145.44774",-0.5548313979,319,6FF9AB6C-9312-C559-D855-FFF54A9D9AE1
"Bentley, Jasmine C.",Cursus Nunc Consulting,52278747599,Maldives,Antalya,"-48.20793, -151.76801",-0.3466126384,544,BFD5BAE2-A34C-25BE-7A23-6F0CA4DE6B65
"Bell, Burton Z.",Scelerisque Industries,51958615599,"Korea, South",AP,"43.4392, -22.11341",0.0194094632,399,EAA3600A-8383-7C49-04D6-70410E89FAA2
"Olson, Quinlan V.",Odio Etiam LLP,77713172999,Czech Republic,Queensland,"20.17353, -24.10504",-0.0843870415,127,E003AE9A-151A-3F7F-2C31-CBB4B856832E
"Witt, Clark S.",Ac Corporation,25613414199,Paraguay,Stockholms län,"-66.27018, 112.00085",-0.1982132572,814,9AACC750-05DF-EC28-AD89-93C24DB86420
"English, Gemma Y.",Lorem Ipsum Sodales Consulting,67834323099,Hong Kong,Madrid,"-59.9193, -113.52577",0.5866933412,762,5551B8DE-A46A-3147-3B2B-F25BC7508C62
"Goodwin, Quentin I.",Sapien Gravida Company,37935427499,Bouvet Island,Bursa,"-32.5705, -177.06907",-0.7309422689,913,9B5F09D5-5AEF-66AF-3179-D28ED69F0E53
"Holland, Troy D.",Dui Fusce Diam Institute,57358601499,Cape Verde,MO,"-46.53653, -101.25821",-0.0838035856,404,4779B052-4DE0-12B7-11E5-33E19EF49E14
"Dominguez, Magee Z.",Magnis Dis Company,42358733199,Belgium,CH,"-86.59701, -160.39511",-0.1250865638,830,9B12A7C3-AB42-4AC6-AEC1-940AB9B6FC75
"Reese, Carla K.",Ac Orci Ut Associates,80854261399,Tanzania,North Island,"36.14075, 137.80954",0.2080416633,795,3718420F-2831-3787-5437-60F263FE0F3E
"Dickson, Cameran Y.",Erat Volutpat Nulla Associates,84890121199,Switzerland,F,"-80.8952, -27.03362",-0.3683748856,815,88A61B8B-DA44-CCE2-3DE5-6D5CA523F743
"Morin, Lyle D.",Diam Industries,50822183799,Ireland,Andalucía,"32.02051, -53.98562",0.1908001224,227,C7A36521-B856-4FBE-388B-E2F7F256BC74
"Cannon, Hollee F.",Etiam Associates,54621150499,Tonga,Alaska,"-17.98777, 167.0744",0.5011831427,592,6CE6C9E6-5214-F5D8-A19B-CCE4845F7813
"Walls, Jada Q.",Elit Foundation,78953331699,Austria,Vienna,"43.77146, -142.61192",-0.0538969296,485,9EEA9714-86A7-5135-7DCD-AB99C843C399
"Juarez, Iola J.",Ligula Consulting,18381327799,El Salvador,Oyo,"11.36586, -40.8717",-0.0889716529,931,152D44E7-B860-AD09-D302-E10FAE2B7AC8
"Campbell, Quinn Z.",Neque Nullam Foundation,19607772599,Mayotte,U,"-79.86127, -74.42356",0.1629860697,216,87850DFA-54F7-DE49-BE9B-BFD371D29351
"Tucker, Tanisha I.",Sociis Natoque Corporation,85823737399,Guernsey,Lorraine,"18.78112, 52.73468",0.3719696922,898,2BE2E9FD-4DD8-6082-D3B9-1D819EA61941
"Mccormick, Hamish R.",Tellus Inc.,23394189499,Bahrain,Katsina,"63.03014, -121.74341",-0.1257164284,905,724E1751-3D3C-4325-8BEA-62F4D864A7E3
"Clayton, Ray X.",Amet Corp.,23775680599,Iran,MO,"49.86245, -26.96676",0.1269395736,788,A64AE0FB-E18C-F540-8E6A-271C45D3FE59
"Michael, Quyn O.",Primis Inc.,32640883599,Jamaica,O,"74.15838, -55.12458",0.0761891726,468,AEF36F3B-52D4-81C2-6607-D18358850FC2
"Valencia, Neville F.",Ante Associates,00351219999,Somalia,Andalucía,"57.56867, -5.29202",0.0536898047,192,ADA061AD-2AEF-553F-8459-0D04D4BE0F14
"Mcguire, Kaye H.",Amet Ltd,73706617899,Zimbabwe,Ontario,"-4.58527, 42.51113",0.1603915983,749,92066EA9-F8B9-ECD9-C945-71A9726FA361
"Webb, Rhiannon F.",Lobortis Incorporated,98661232199,British Indian Ocean Territory,Queensland,"79.11492, 112.59383",-0.051111623,705,C54BB179-CBCE-2C21-3652-4AC752B9CDC0
"Justice, Francesca F.",Dictum Magna Limited,58329807399,South Sudan,Maryland,"18.29798, 84.85843",0.12657589,786,2D2AD52E-71A2-9777-FA32-666FD545DD14
"Bowman, Demetrius O.",Non Dapibus Rutrum Associates,07908674399,Egypt,LX,"-35.04019, 93.35692",-0.0700919143,416,EFBFA027-2881-5D4F-9A01-B3E1491B1BB8
"Sparks, Merritt Y.",Ligula Foundation,71782176399,Wallis and Futuna,AQ,"40.79389, 49.40655",0.2971954619,199,57E7BEC2-C94D-673E-BA5A-EB9C7F1ECEA3
"Weber, Lydia M.",Sed Corp.,26825232299,Brazil,SC,"47.98733, 166.90842",0.4259448707,489,3CBF9F9D-640A-50D2-C856-EFCF12F399C3
"Sheppard, Craig J.",Tellus Associates,90424625499,Zimbabwe,IA,"-48.17871, -14.28016",-0.1446154475,640,449A2CAE-AC4F-C3D2-F8B8-6EA41C7846E7
"Bell, Dillon R.",Lobortis Mauris Suspendisse Institute,55972939399,New Caledonia,Ada,"24.71371, -84.31303",-0.1278734828,248,C1F7C913-6E27-BB2E-5245-52B0124E7930
"Murray, Victor V.",A Nunc In Inc.,00920787199,Guinea-Bissau,Metropolitana de Santiago,"-40.55628, 52.71002",-0.0478787508,800,D44FFC88-3638-0573-0F3D-95B244712FF9
"Best, Victor A.",Arcu Nunc LLC,10554532199,Holy See (Vatican City State),Vienna,"42.35136, 151.66879",-0.3122541845,458,17525879-7FDB-1B9D-8AF2-2362B488D152
"Benson, Nathan J.",Penatibus Foundation,54698964599,Georgia,Drenthe,"2.93557, 157.55264",-1.0213451917,363,CD850616-788A-ADDD-F169-A225A27A8DE8
"Frazier, Oscar Z.",Imperdiet Erat Nonummy Inc.,64752052599,San Marino,WB,"-57.68115, 177.51439",-0.4338610206,852,2E2EC830-6E43-4555-6B5F-38FD9640E606
"Benjamin, Madeline U.",Nunc Interdum Feugiat Company,78242166899,Iceland,Sokoto,"7.13839, -82.37301",0.0075462153,201,71967144-F3FF-3CCB-83FA-DDE767926B9B
"Alston, Rylee W.",Iaculis Aliquet Diam Incorporated,27396890699,Libya,RM,"80.93739, 57.59524",-0.3001385991,707,341FBFD0-198F-8752-0D8C-B62914217255
"Dunn, Hannah I.",Vestibulum Nec Euismod PC,45314643299,Congo (Brazzaville),Niger,"-41.57649, 107.68779",0.333170883,158,946BF151-CFDF-CF28-82E1-CEAF1A00B851
